Degree,PDF,CCDF
0.41379310344827586,0.0,1.0
1.2413793103448276,0.0,1.0
2.0689655172413794,0.6524999999999999,0.4600000000000001
2.896551724137931,0.24166666666666672,0.26000000000000023
3.724137931034483,0.10029166666666663,0.17699999999999982
4.551724137931035,0.0,0.17700000000000027
5.379310344827586,0.07370833333333335,0.11600000000000033
6.206896551724138,0.053166666666666675,0.0720000000000004
7.0344827586206895,0.025375000000000005,0.05100000000000038
7.862068965517242,0.014499999999999985,0.03899999999999948
8.689655172413794,0.010875000000000001,0.03000000000000047
9.517241379310345,0.0,0.03000000000000047
10.344827586206897,0.002416666666666667,0.02800000000000047
11.172413793103448,0.009666666666666667,0.02000000000000035
12.0,0.0036250000000000006,0.017000000000000348
12.827586206896552,0.002416666666666667,0.015000000000000346
13.655172413793103,0.002416666666666667,0.013000000000000345
14.482758620689655,0.0,0.013000000000000345
15.310344827586206,0.004833333333333334,0.009000000000000341
16.137931034482758,0.0012083333333333308,0.007999999999998342
16.96551724137931,0.0,0.008000000000000451
17.793103448275865,0.002416666666666667,0.006000000000000338
18.620689655172413,0.004833333333333334,0.002000000000000446
19.448275862068968,0.0,0.002000000000000446
20.275862068965516,0.0,0.002000000000000446
21.10344827586207,0.0012083333333333334,0.001000000000000556
21.93103448275862,0.0,0.001000000000000556
22.758620689655174,0.0,0.001000000000000556
23.586206896551722,0.0012083333333333334,5.551115123125783e-16
