Degree,Strength,Clustering Coefficient,Betweenness Centrality,Eigenvector Centrality,PageRank,Average Path Length,Maximum Path Length
5,2537.0,0.80000000,0.00000009,0.00282479,0.00007716,4.02211166,12
15,44768.0,0.95238095,0.00000049,0.02345767,0.00033103,3.58015478,12
1,16.0,0.00000000,0.00000000,0.00004907,0.00004314,4.62631288,12
110,462297.0,0.19933278,0.03169743,0.09375706,0.00514277,3.01603096,11
10,19153.0,0.44444444,0.00043824,0.00750105,0.00025492,3.83001658,12
2,2116.0,1.00000000,0.00000000,0.00095507,0.00011177,4.09839690,12
1,45.0,0.00000000,0.00000000,0.00000982,0.00006897,5.10171365,12
2,432.0,1.00000000,0.00000000,0.00113157,0.00006206,4.12935323,12
129,391815.5,0.20712209,0.01525372,0.12993888,0.00407345,2.88723051,11
2,543.0,0.00000000,0.00000098,0.00015491,0.00008950,4.29546711,11
20,7687.5,0.67368421,0.00000804,0.03046154,0.00011568,3.57960199,11
3,129.5,0.66666667,0.00016548,0.00011861,0.00007086,4.41293532,9
2,122.0,1.00000000,0.00000000,0.00061722,0.00007457,4.34024323,12
2,38.0,1.00000000,0.00000000,0.00000200,0.00006405,5.58208955,13
2,38.0,0.00000000,0.00055294,0.00000982,0.00013885,5.10116086,12
4,544.0,0.50000000,0.00055294,0.00047417,0.00012088,4.40961857,11
2,38.0,0.00000000,0.00000062,0.00000036,0.00009307,6.09480376,13
5,2035.0,0.70000000,0.00000052,0.00008192,0.00010567,4.89441680,12
4,227.0,0.83333333,0.00000009,0.00016609,0.00006514,4.36788281,11
2,244.0,1.00000000,0.00000000,0.00027190,0.00005888,4.50248756,12
3,1512.0,0.66666667,0.00000070,0.00014392,0.00016199,4.72470978,12
14,1128.0,0.15384615,0.00225784,0.00017353,0.00042606,4.56799337,12
5,5227.0,0.60000000,0.00000031,0.00242665,0.00012063,4.04007739,11
5,1410.0,0.90000000,0.00000002,0.00939035,0.00005380,3.66417910,11
1,276.0,0.00000000,0.00000000,0.00207153,0.00004782,3.87700387,11
59,210132.0,0.41145529,0.00378736,0.05285505,0.00166479,3.38253179,11
51,116661.5,0.45019608,0.00072194,0.04834284,0.00087370,3.41652847,11
4,2245.0,0.83333333,0.00000059,0.00512977,0.00005603,3.78993919,12
3,5256.0,1.00000000,0.00000000,0.00070528,0.00010369,4.11663903,11
2,1292.0,0.00000000,0.00055294,0.00104555,0.00012741,4.27418463,12
4,494.0,1.00000000,0.00000000,0.00009251,0.00005320,4.82338308,11
2,78.0,0.00000000,0.00000015,0.00000002,0.00012217,6.72968491,12
2,92.0,1.00000000,0.00000000,0.00008972,0.00005638,4.51575456,12
1,288.0,0.00000000,0.00000000,0.00000002,0.00007465,6.90547264,13
2,57.0,1.00000000,0.00000000,0.00016019,0.00007351,4.36954118,11
2,108.0,1.00000000,0.00000000,0.00034434,0.00006358,4.43228303,12
1,19.0,0.00000000,0.00000000,0.00026669,0.00004265,4.50331675,12
4,6369.0,0.33333333,0.00010742,0.00021281,0.00026185,4.33471531,10
1,250.0,0.00000000,0.00000000,0.00002068,0.00004903,4.99060254,12
46,23660.0,0.51497585,0.00088362,0.06577434,0.00035926,3.37147595,11
4,8386.0,1.00000000,0.00000000,0.00781942,0.00009604,3.67882808,12
17,15368.0,0.39705882,0.00228319,0.02206167,0.00037627,3.44776119,10
10,15189.0,0.86666667,0.00000202,0.01242619,0.00014491,3.69016031,12
2,226.0,1.00000000,0.00000000,0.00000537,0.00012311,5.19264787,13
15,12741.5,0.43809524,0.00070089,0.00891005,0.00021262,3.61415146,11
1,126.0,0.00000000,0.00000000,0.00153900,0.00004326,4.04256495,11
2,431.5,0.00000000,0.00022742,0.00008508,0.00011238,4.90049751,13
12,8309.0,0.54545455,0.00004083,0.00843317,0.00011699,3.85406302,12
7,2675.0,0.57142857,0.00006036,0.00780425,0.00009883,3.49530127,11
2,1386.0,1.00000000,0.00000000,0.00251840,0.00006639,3.97733554,12
2,15.0,1.00000000,0.00000000,0.00002628,0.00007365,4.89496960,13
11,28568.0,0.45454545,0.00008195,0.01304796,0.00038836,3.57241570,11
4,15982.0,0.83333333,0.00000001,0.00283333,0.00016548,3.77473742,11
2,259.0,1.00000000,0.00000000,0.00013549,0.00007403,4.64538419,12
5,6087.5,0.90000000,0.00000042,0.00842767,0.00010005,3.60724157,11
1,64.0,0.00000000,0.00000000,0.00015734,0.00004327,4.36981758,11
4,2958.0,1.00000000,0.00000000,0.00137344,0.00006388,3.91044776,11
5,2616.0,0.30000000,0.00044333,0.00312952,0.00010589,3.86124931,11
1,168.0,0.00000000,0.00000000,0.00001411,0.00005439,5.30541736,13
2,94.5,1.00000000,0.00000000,0.00004981,0.00005828,4.99723604,13
5,15799.0,0.70000000,0.00024608,0.00243665,0.00021306,3.77252626,11
2,84.0,1.00000000,0.00000000,0.00000215,0.00013282,5.72857933,13
1,919.0,0.00000000,0.00000000,0.00010424,0.00008555,4.42509674,11
4,665.0,0.50000000,0.00117355,0.00005299,0.00021473,4.76672195,11
3,231.0,0.33333333,0.00027616,0.00010682,0.00014973,4.58512991,12
67,200387.0,0.11216644,0.03473558,0.02425999,0.00343814,3.11995578,9
2,42.0,1.00000000,0.00000000,0.00003770,0.00005599,4.97097844,12
1,21.0,0.00000000,0.00000000,0.00001889,0.00004500,5.00718629,12
2,15.0,1.00000000,0.00000000,0.00002628,0.00007365,4.89496960,13
3,349.0,1.00000000,0.00000000,0.00009925,0.00007473,4.61304588,11
2,19.0,1.00000000,0.00000000,0.00000008,0.00007614,6.28054174,11
1,48.0,0.00000000,0.00000000,0.00031802,0.00004340,4.53786622,12
9,17360.0,0.94444444,0.00000018,0.01330998,0.00015605,3.70867883,12
1,600.0,0.00000000,0.00000000,0.00003028,0.00005008,5.08374793,13
1,1020.0,0.00000000,0.00000000,0.00148686,0.00004858,3.90657822,11
2,220.0,1.00000000,0.00000000,0.00000371,0.00006097,5.60917634,12
3,48.0,0.66666667,0.00000008,0.00005085,0.00005922,4.62576009,12
4,7979.0,1.00000000,0.00000000,0.00132962,0.00014545,4.28247651,12
4,1122.0,0.66666667,0.00002904,0.00009018,0.00008590,4.56329464,11
6,701.0,0.26666667,0.00110438,0.00010886,0.00022622,4.58291874,12
1,2310.0,0.00000000,0.00000000,0.00138299,0.00006006,4.04615810,12
2,330.0,1.00000000,0.00000000,0.00000542,0.00020129,5.20093975,13
186,217145.0,0.09584423,0.05221081,0.11664480,0.00588372,2.87755666,10
4,3672.0,1.00000000,0.00000000,0.00009306,0.00030823,4.51492537,12
1,57.0,0.00000000,0.00000000,0.00013167,0.00004356,4.60834715,12
1,980.0,0.00000000,0.00000000,0.00043088,0.00005573,4.11940299,10
3,5572.0,1.00000000,0.00000000,0.00128184,0.00008968,3.83720287,11
15,25346.5,0.61904762,0.00003552,0.01441672,0.00031325,3.55914870,11
11,7222.5,0.29090909,0.00137251,0.00441150,0.00035581,3.77805417,11
2,724.0,0.00000000,0.00110558,0.00000033,0.00017910,6.48009950,15
2,45.0,1.00000000,0.00000000,0.00000112,0.00006279,5.73355445,11
1,144.0,0.00000000,0.00000000,0.00114528,0.00004419,4.26285240,12
2,725.0,1.00000000,0.00000000,0.00006533,0.00007237,4.66113875,12
4,1044.0,0.83333333,0.00000009,0.00237619,0.00006768,3.87479270,11
2,1769.0,1.00000000,0.00000000,0.00021883,0.00007539,4.28828082,11
1,395.0,0.00000000,0.00000000,0.00061325,0.00005016,4.48839138,12
6,2294.0,0.53333333,0.00000166,0.00008262,0.00011678,4.89414041,12
5,1959.0,0.60000000,0.00002050,0.00397038,0.00007606,3.90464345,12
3,1550.0,0.00000000,0.00082834,0.00033844,0.00020971,4.43117745,12
2,56.0,1.00000000,0.00000000,0.00016019,0.00007349,4.36954118,11
2,556.0,1.00000000,0.00000000,0.00033360,0.00006367,4.65505804,12
4,4933.0,0.50000000,0.00017273,0.00078135,0.00014542,4.26838032,12
3,434.0,0.66666667,0.00000015,0.00049146,0.00007614,4.39331122,12
1,63.0,0.00000000,0.00000000,0.00043088,0.00004238,4.11940299,10
47,89135.0,0.29047179,0.00031942,0.04169098,0.00114781,3.48479823,11
31,28764.0,0.34623656,0.00494594,0.03515711,0.00068612,3.19817579,10
17,5600.0,0.38235294,0.00002758,0.00526645,0.00018997,3.86428966,11
3,8985.0,1.00000000,0.00000000,0.00458014,0.00010716,3.71862908,11
4,594.0,0.50000000,0.00002843,0.00048584,0.00008677,4.18380321,10
3,248.0,0.33333333,0.00055225,0.00000596,0.00019431,5.59590934,14
1,150.0,0.00000000,0.00000000,0.00000460,0.00009173,5.67302377,12
3,10444.0,1.00000000,0.00000000,0.00241067,0.00012413,3.77556661,11
1,646.0,0.00000000,0.00000000,0.00001858,0.00009558,5.27363184,13
11,27208.0,0.80000000,0.00000603,0.01374627,0.00023050,3.71365395,12
7,8110.5,0.90476190,0.00000409,0.00357361,0.00013370,3.91514649,12
116,520027.0,0.18620690,0.02367181,0.07783928,0.00494359,3.04671089,11
22,5659.0,0.52380952,0.00005763,0.02954313,0.00012441,3.49170813,11
1,693.0,0.00000000,0.00000000,0.00061325,0.00005673,4.48839138,12
2,332.5,1.00000000,0.00000000,0.00002575,0.00012765,5.14427861,13
4,3143.0,1.00000000,0.00000000,0.01135813,0.00007038,3.58927584,11
1,532.0,0.00000000,0.00000000,0.00100089,0.00005244,4.01216142,11
42,155178.5,0.67479675,0.00020078,0.04987947,0.00108773,3.39220564,11
2,108.0,1.00000000,0.00000000,0.00000011,0.00017081,6.42620232,14
2,1566.0,1.00000000,0.00000000,0.00249648,0.00005341,4.13598673,12
2,352.0,0.00000000,0.00110558,0.00029023,0.00014872,4.23300166,11
1,272.0,0.00000000,0.00000000,0.00002119,0.00007784,4.96379215,13
1,228.0,0.00000000,0.00000000,0.00007297,0.00005905,4.78966280,13
5,4300.5,0.70000000,0.00007766,0.00065185,0.00013523,4.26147043,12
3,871.0,1.00000000,0.00000000,0.00111582,0.00006043,4.01077944,11
2,2541.0,1.00000000,0.00000000,0.00099776,0.00006814,4.14234384,12
2,38.0,1.00000000,0.00000000,0.00000000,0.00016770,8.06495301,14
30,72585.5,0.26896552,0.00141587,0.01370824,0.00084678,3.69043671,12
3,247.0,1.00000000,0.00000000,0.00000434,0.00029524,5.28247651,10
5,1466.0,0.40000000,0.00055409,0.00117912,0.00012839,4.00856827,11
143,351832.5,0.19639515,0.00858574,0.13776386,0.00366585,2.98175788,11
2,112.0,1.00000000,0.00000000,0.00069078,0.00004246,4.11691542,11
2,80.0,1.00000000,0.00000000,0.00004997,0.00006498,4.62603648,12
3,7450.0,0.66666667,0.00000016,0.00074967,0.00018796,4.26865672,12
3,608.0,0.66666667,0.00000008,0.00002064,0.00012256,4.99253731,12
1,80.0,0.00000000,0.00000000,0.00073577,0.00004348,4.44610282,12
6,4226.0,0.46666667,0.00050115,0.00248910,0.00014225,3.96296296,11
1,520.0,0.00000000,0.00000000,0.00026669,0.00007412,4.50331675,12
10,19582.0,0.42222222,0.00006441,0.00325920,0.00040149,3.95135434,12
4,618.0,0.50000000,0.00000472,0.00021474,0.00008879,4.60060807,12
1,250.0,0.00000000,0.00000000,0.00001724,0.00006404,5.09646213,13
2,66.0,1.00000000,0.00000000,0.00008969,0.00005366,4.51575456,12
6,1998.0,0.46666667,0.00010114,0.00265245,0.00009265,4.04477612,12
1,494.0,0.00000000,0.00000000,0.00138386,0.00004467,4.14317302,12
1,21.0,0.00000000,0.00000000,0.00003406,0.00004408,5.05555556,12
2,57.0,1.00000000,0.00000000,0.00000066,0.00009180,6.06854616,12
2,740.0,1.00000000,0.00000000,0.00116374,0.00005463,3.97954671,12
1,38.0,0.00000000,0.00000000,0.00000064,0.00005245,5.73272526,11
2,27.0,1.00000000,0.00000000,0.00000058,0.00008034,5.73438364,11
9,2479.0,0.41666667,0.00059367,0.00096610,0.00023451,4.38584854,12
3,262.5,0.66666667,0.00003633,0.00011866,0.00010929,4.41514649,9
2,32.0,0.00000000,0.00110558,0.00000059,0.00013720,5.72553897,11
6,8057.0,0.86666667,0.00000456,0.00365222,0.00011986,3.69098950,11
3,76.0,0.66666667,0.00000017,0.00000390,0.00008153,5.58126036,13
3,395.0,0.33333333,0.00055294,0.00004870,0.00011212,4.63101161,12
8,190.0,0.25000000,0.00130395,0.00011209,0.00025706,4.58043118,12
2,150.0,1.00000000,0.00000000,0.00010167,0.00008854,4.62189055,12
2,100.0,1.00000000,0.00000000,0.00010167,0.00008561,4.62189055,12
1,418.0,0.00000000,0.00000000,0.00153227,0.00004645,4.07158651,12
2,780.0,1.00000000,0.00000000,0.00128797,0.00004996,3.83195135,11
2,820.0,0.00000000,0.00000668,0.00029289,0.00010715,4.23355445,11
2,228.0,0.00000000,0.00000011,0.00004699,0.00004664,5.19955777,13
3,1185.0,0.66666667,0.00000008,0.00049160,0.00011585,4.39358762,12
1,896.0,0.00000000,0.00000000,0.00133616,0.00004860,3.79878386,11
2,150.0,1.00000000,0.00000000,0.00051621,0.00006729,4.34687673,12
2,108.0,1.00000000,0.00000000,0.00000160,0.00010400,5.45826423,11
10,36178.0,0.77777778,0.00000905,0.00441399,0.00033074,3.71033720,11
13,20297.0,0.84615385,0.00000830,0.01752311,0.00017838,3.63598673,12
3,598.0,0.33333333,0.00055294,0.00000319,0.00016975,5.60530680,12
2,234.0,1.00000000,0.00000000,0.00000528,0.00012939,5.19541183,13
2,436.0,1.00000000,0.00000000,0.00012203,0.00008300,4.58430072,12
2,48.0,0.00000000,0.00001074,0.00000060,0.00010821,5.72360420,11
13,15038.0,0.24358974,0.00245779,0.00112141,0.00054113,3.99364290,11
6,24965.5,0.40000000,0.00003373,0.00055582,0.00027305,4.06578220,11
3,243.0,0.33333333,0.00165792,0.00012539,0.00016569,4.64427861,12
3,3233.5,1.00000000,0.00000000,0.00060115,0.00010959,4.26229961,12
1,96.0,0.00000000,0.00000000,0.00076451,0.00004330,4.19762300,12
16,15487.0,0.56666667,0.00014145,0.01106562,0.00019708,3.58457711,11
1,456.0,0.00000000,0.00000000,0.00001992,0.00005541,4.99309011,12
2,540.0,1.00000000,0.00000000,0.00029876,0.00008047,4.23272526,11
5,3213.0,0.80000000,0.00000069,0.00187349,0.00010663,4.07103372,11
1,76.0,0.00000000,0.00000000,0.00207153,0.00004321,3.87700387,11
1,924.0,0.00000000,0.00000000,0.00117187,0.00005276,3.95715865,11
1,770.0,0.00000000,0.00000000,0.00207153,0.00005922,3.87700387,11
25,18500.0,0.21000000,0.01227781,0.00586829,0.00103999,3.42564953,10
23,51185.5,0.62055336,0.00005317,0.03430606,0.00050770,3.49198452,11
38,43174.0,0.16642959,0.00745948,0.02760325,0.00097824,3.34770591,11
10,18269.0,0.60000000,0.00019285,0.00280082,0.00031942,4.04892206,12
1,300.0,0.00000000,0.00000000,0.00190515,0.00004565,3.98065229,12
1,1043.0,0.00000000,0.00000000,0.00024916,0.00005373,4.31370923,11
6,952.0,0.60000000,0.00000026,0.00251132,0.00007191,3.87506910,11
47,58163.0,0.17668825,0.00941987,0.02644154,0.00232935,3.39469320,11
2,144.0,0.00000000,0.00027617,0.00013140,0.00008252,4.65754561,13
54,129932.5,0.40111810,0.00179836,0.06575647,0.00145932,3.30099502,11
1,42.0,0.00000000,0.00000000,0.00011986,0.00004359,4.58457711,12
21,30912.0,0.49047619,0.00013927,0.02398793,0.00035072,3.51934771,11
3,2438.0,0.66666667,0.00001768,0.00279933,0.00010673,3.86235489,11
1,1120.0,0.00000000,0.00000000,0.00320197,0.00005329,3.68711996,11
2,316.0,0.00000000,0.00000072,0.00080542,0.00005481,4.49640685,12
1,316.0,0.00000000,0.00000000,0.00066519,0.00004453,4.07573245,11
2,8.0,0.00000000,0.00082880,0.00000054,0.00011793,5.73659480,11
11,3213.0,0.32727273,0.00042937,0.00526508,0.00017077,3.62741846,11
2,19.0,1.00000000,0.00000000,0.00001000,0.00008230,5.10143726,12
5,526.0,0.80000000,0.00000010,0.01079426,0.00004676,3.59673853,11
3,88.0,0.66666667,0.00000008,0.00000684,0.00008400,5.57573245,13
3,224.0,0.00000000,0.00165822,0.00144060,0.00026276,4.37534549,12
2,95.0,1.00000000,0.00000000,0.00065611,0.00004810,4.10641238,12
2,807.5,1.00000000,0.00000000,0.00094268,0.00004997,4.26699834,12
5,1460.0,0.70000000,0.00026940,0.00256478,0.00010169,3.86622443,11
5,1112.0,0.50000000,0.00000046,0.00079142,0.00005963,4.33139856,12
2,108.0,0.00000000,0.00000003,0.00020299,0.00004615,4.77667219,12
1,19.0,0.00000000,0.00000000,0.00000057,0.00004578,5.92675511,13
2,216.0,0.00000000,0.00055294,0.00000516,0.00023003,5.23079049,12
21,15831.0,0.77619048,0.00000282,0.00506964,0.00020476,3.75345495,11
2,148.0,1.00000000,0.00000000,0.00012076,0.00005034,4.63681592,12
1,24.0,0.00000000,0.00000000,0.00000238,0.00004733,5.41625207,12
50,155282.5,0.19836735,0.00435691,0.02379529,0.00149063,3.10392482,10
10,44043.0,0.51111111,0.00026973,0.00467960,0.00041780,3.69237148,11
1,38.0,0.00000000,0.00000000,0.00000421,0.00004412,5.54477612,12
3,1908.0,1.00000000,0.00000000,0.00037270,0.00007818,4.38391376,11
3,436.5,0.66666667,0.00000008,0.00009140,0.00011770,4.51547816,12
1,25.0,0.00000000,0.00000000,0.00000506,0.00006238,5.21116639,13
13,3650.0,0.46153846,0.00010916,0.00737193,0.00015334,3.61359867,11
2,96.0,1.00000000,0.00000000,0.00012758,0.00007543,4.64566059,12
6,2838.0,0.73333333,0.00000018,0.00352605,0.00011644,3.87506910,11
10,3523.0,0.37777778,0.00123666,0.00649053,0.00022111,3.67081260,11
32,34597.5,0.47580645,0.00012591,0.00541393,0.00042980,3.74958541,11
2,16.0,1.00000000,0.00000000,0.00002157,0.00007398,4.96351575,13
2,38.0,0.00000000,0.00000064,0.00000001,0.00015752,6.73106689,12
1,576.0,0.00000000,0.00000000,0.00000038,0.00012011,6.39496960,14
7,932.0,0.23809524,0.00208964,0.00106365,0.00018449,4.00773908,11
2,1656.0,1.00000000,0.00000000,0.00127235,0.00005784,4.14179104,12
2,99.0,1.00000000,0.00000000,0.00000160,0.00009940,5.45826423,11
2,32.0,0.00000000,0.00055294,0.00000523,0.00011046,5.21061360,13
3,1258.0,1.00000000,0.00000000,0.00068211,0.00006960,4.12576009,10
2,1176.0,1.00000000,0.00000000,0.00103748,0.00006533,4.01188502,11
2,5.0,0.00000000,0.00020460,0.00000007,0.00012592,6.34549475,13
2,288.0,1.00000000,0.00000000,0.00397668,0.00004723,3.79353234,11
2,1392.0,1.00000000,0.00000000,0.00076394,0.00007951,4.19707020,12
3,180.0,0.00000000,0.00000023,0.00000028,0.00014103,6.19292427,14
2,57.0,1.00000000,0.00000000,0.00038809,0.00004634,4.37700387,12
1,19.0,0.00000000,0.00000000,0.00000008,0.00007837,6.28220011,11
16,16458.5,0.78333333,0.00001233,0.00391631,0.00022776,3.75538972,11
2,24.0,1.00000000,0.00000000,0.00000504,0.00009593,5.21310116,13
2,568.0,0.00000000,0.00055294,0.00005484,0.00011726,4.86954118,12
2,726.0,0.00000000,0.00000046,0.00009230,0.00008702,4.66169154,11
1,171.0,0.00000000,0.00000000,0.00000048,0.00007559,5.90243228,12
3,725.0,0.66666667,0.00000003,0.00040527,0.00005618,4.31370923,11
2,63.0,1.00000000,0.00000000,0.00031268,0.00007330,4.56218905,13
2,1587.0,1.00000000,0.00000000,0.00521950,0.00005571,3.63018242,11
2,200.0,0.00000000,0.00000003,0.00017962,0.00005295,4.80458817,12
7,1415.0,0.38095238,0.00085226,0.00027045,0.00027214,4.42758430,11
17,10865.0,0.22058824,0.00637424,0.00315004,0.00087337,3.63294638,10
2,1720.0,1.00000000,0.00000000,0.00218812,0.00008475,3.87645108,11
4,3876.0,1.00000000,0.00000000,0.00030440,0.00012859,4.24847982,11
3,2473.0,1.00000000,0.00000000,0.00022992,0.00009726,4.24958541,11
10,8597.5,0.33333333,0.00015204,0.00079892,0.00025117,4.09729132,12
12,12512.0,0.59090909,0.00001982,0.01672059,0.00016547,3.54588170,11
1,95.0,0.00000000,0.00000000,0.00005634,0.00004373,4.99364290,13
2,1750.0,1.00000000,0.00000000,0.00364108,0.00007137,3.63405196,11
2,958.0,1.00000000,0.00000000,0.00029562,0.00009446,4.23383085,11
4,4189.0,0.66666667,0.00000784,0.00348797,0.00009453,3.89662797,11
3,96.0,0.66666667,0.00000008,0.00000684,0.00007966,5.57573245,13
11,5692.0,0.30909091,0.00111623,0.00384814,0.00027199,3.87175235,11
6,6788.5,0.73333333,0.00000040,0.00031274,0.00019507,4.24792703,11
1,96.0,0.00000000,0.00000000,0.00000009,0.00009804,6.23134328,13
1,1341.0,0.00000000,0.00000000,0.00117187,0.00005786,3.95715865,11
20,22532.5,0.46315789,0.00009690,0.01763875,0.00030288,3.54505252,11
3,1426.0,1.00000000,0.00000000,0.00156792,0.00005717,3.95218353,11
9,6121.0,0.55555556,0.00001097,0.00068412,0.00019222,4.16196794,10
2,297.0,1.00000000,0.00000000,0.00008989,0.00011159,4.46351575,10
2,95.0,1.00000000,0.00000000,0.00002067,0.00004993,5.30514096,13
1,19.0,0.00000000,0.00000000,0.00000057,0.00004578,5.92675511,13
3,924.0,0.66666667,0.00000050,0.00122784,0.00008503,4.00718629,11
2,61.5,0.00000000,0.00045279,0.00000255,0.00008682,5.43421780,11
41,40470.5,0.54024390,0.00010068,0.05028594,0.00043728,3.47236042,11
2,249.0,0.00000000,0.00000020,0.00001084,0.00007689,5.19928137,13
5,538.0,0.60000000,0.00002964,0.00003228,0.00020478,4.89220564,13
2,132.0,0.00000000,0.00000008,0.00000018,0.00014423,6.19402985,14
7,342.0,0.42857143,0.00000316,0.00001974,0.00025604,5.07131012,11
5,1325.0,0.50000000,0.00000030,0.00241834,0.00008269,3.87534549,11
5,3779.5,0.30000000,0.00108783,0.00055643,0.00021765,4.26285240,12
2,1147.0,1.00000000,0.00000000,0.00002118,0.00008828,5.27307905,13
5,12911.0,0.80000000,0.00000010,0.00104992,0.00022904,4.09590934,12
4,3054.0,1.00000000,0.00000000,0.00544406,0.00007733,3.71862908,11
179,1524349.5,0.15755445,0.06928349,0.16058354,0.01247061,2.70840243,11
3,315.0,0.33333333,0.00055294,0.00047846,0.00012743,4.39331122,12
3,584.0,0.66666667,0.00000003,0.00225116,0.00006170,3.87617468,11
2,81.0,1.00000000,0.00000000,0.00000569,0.00007495,5.22775014,12
4,5040.0,1.00000000,0.00000000,0.00010263,0.00030290,4.61138751,11
5,993.0,0.60000000,0.00000126,0.00031201,0.00007698,4.23079049,11
2,1240.0,1.00000000,0.00000000,0.00234330,0.00004987,4.14953013,12
26,155563.5,0.56307692,0.00010879,0.02355165,0.00119614,3.41155334,11
7,10941.5,0.38095238,0.00000119,0.00156764,0.00016936,4.14013267,12
2,54.0,0.00000000,0.00055294,0.00000212,0.00012475,5.89773355,14
3,10170.0,0.66666667,0.00000001,0.00266788,0.00012273,3.77501382,11
4,242.0,0.66666667,0.00004082,0.00003157,0.00012216,4.88419016,13
2,285.0,1.00000000,0.00000000,0.00067896,0.00008945,4.27142067,12
15,6487.0,0.60952381,0.00001626,0.01652224,0.00015799,3.69458264,11
3,540.0,1.00000000,0.00000000,0.00118598,0.00005173,3.97844113,12
2,200.0,1.00000000,0.00000000,0.00003044,0.00005305,4.93698176,12
1,2413.0,0.00000000,0.00000000,0.00153227,0.00007029,4.07158651,12
2,84.0,0.00000000,0.00000005,0.00002427,0.00004963,5.09977888,13
1,247.0,0.00000000,0.00000000,0.00002256,0.00007647,5.18325041,13
2,234.0,1.00000000,0.00000000,0.00001046,0.00007622,5.11166390,12
16,83630.0,0.35000000,0.00029915,0.00860454,0.00083357,3.63736871,11
1,1155.0,0.00000000,0.00000000,0.00005657,0.00005540,4.76865672,12
2,465.5,1.00000000,0.00000000,0.00002575,0.00016003,5.14427861,13
7,1390.0,0.57142857,0.00000071,0.00096631,0.00012578,4.44389165,12
3,804.0,1.00000000,0.00000000,0.00388048,0.00005061,3.81232725,11
1,108.0,0.00000000,0.00000000,0.00011613,0.00004454,4.60862355,12
1,1344.0,0.00000000,0.00000000,0.00133616,0.00005217,3.79878386,11
1,361.0,0.00000000,0.00000000,0.00005146,0.00004479,4.77169707,12
5,28020.0,0.90000000,0.00000001,0.00384102,0.00026641,3.71393035,11
34,141975.0,0.24777184,0.00316306,0.00749241,0.00144405,3.64621338,11
12,57848.5,0.98484848,0.00000027,0.01668119,0.00043280,3.68711996,12
3,1652.0,0.66666667,0.00000005,0.00015128,0.00006558,4.66003317,12
2,896.0,1.00000000,0.00000000,0.00096068,0.00004998,3.91514649,11
9,12550.0,0.63888889,0.00000566,0.00372925,0.00014447,3.69568823,11
5,251.0,0.40000000,0.00110278,0.00008853,0.00016605,4.46185738,10
2,76.0,1.00000000,0.00000000,0.00013406,0.00005218,4.60807076,12
5,10672.5,1.00000000,0.00000000,0.00604285,0.00013703,3.76423438,11
2,399.5,1.00000000,0.00000000,0.00008655,0.00010751,4.90077391,13
2,38.0,1.00000000,0.00000000,0.00000035,0.00008665,6.06826976,12
2,451.0,1.00000000,0.00000000,0.00007037,0.00006330,4.63156440,11
19,62127.5,0.90058480,0.00001047,0.02786832,0.00047468,3.45052515,11
1,38.0,0.00000000,0.00000000,0.00000521,0.00004515,5.50000000,13
2,152.0,0.00000000,0.00000805,0.00021166,0.00007711,4.42592593,12
18,4027.0,0.13725490,0.00743709,0.00029075,0.00101005,4.20315091,12
1,2147.0,0.00000000,0.00000000,0.00088124,0.00009389,4.20011056,12
2,331.0,1.00000000,0.00000000,0.00281015,0.00004546,3.98645661,12
3,423.0,0.66666667,0.00000005,0.00118460,0.00007003,4.26340520,12
10,3657.0,0.33333333,0.00005268,0.00836572,0.00013395,3.60889994,11
2,171.0,1.00000000,0.00000000,0.00013406,0.00006334,4.60807076,12
3,198.0,0.33333333,0.00011805,0.00000169,0.00015802,5.45936982,11
2,3206.0,1.00000000,0.00000000,0.00224523,0.00006708,3.77584301,11
2,279.0,1.00000000,0.00000000,0.00067351,0.00008185,4.24212272,12
20,98515.0,0.93157895,0.00000107,0.02668873,0.00072851,3.42896628,11
1,1349.0,0.00000000,0.00000000,0.00038119,0.00007222,4.37728027,12
3,312.0,0.33333333,0.00018427,0.00000529,0.00016963,5.19485904,13
7,22661.0,0.66666667,0.00006584,0.00066288,0.00049972,4.16113875,10
1,228.0,0.00000000,0.00000000,0.00029013,0.00004603,4.23410724,11
2,27.0,1.00000000,0.00000000,0.00000058,0.00008135,5.73217247,11
26,37100.0,0.56307692,0.00043891,0.03908870,0.00042476,3.33747927,11
3,435.0,0.00000000,0.00107660,0.00001930,0.00015368,5.08015478,13
4,136.0,0.66666667,0.00000015,0.00003138,0.00011083,4.74267551,10
3,2912.0,1.00000000,0.00000000,0.00361373,0.00007458,3.89690437,11
18,53795.5,0.91503268,0.00000881,0.02737780,0.00039569,3.57739082,12
3,2450.0,1.00000000,0.00000000,0.00661075,0.00005762,3.68186844,12
9,16068.0,0.80555556,0.00000755,0.01794481,0.00019139,3.52045329,11
86,388643.5,0.32393981,0.00466638,0.07957700,0.00283529,3.16445550,11
17,18235.5,0.32352941,0.00057774,0.00854202,0.00052021,3.67053621,11
2,16.0,1.00000000,0.00000000,0.00000048,0.00012370,5.89137645,14
3,470.0,1.00000000,0.00000000,0.00000527,0.00016190,5.20342731,13
3,88.0,1.00000000,0.00000000,0.00047096,0.00004870,4.40989497,11
1,27.0,0.00000000,0.00000000,0.00000004,0.00009448,6.89718076,15
90,477169.5,0.13632959,0.02540529,0.05118163,0.00453075,2.91625207,10
2,5672.0,1.00000000,0.00000000,0.00156101,0.00010999,4.07131012,12
