Degree,Strength,Clustering Coefficient,Betweenness Centrality,Eigenvector Centrality,PageRank,Average Path Length,Maximum Path Length
1,1830.0,0.00000000,0.00000000,0.00182051,0.00005538,3.73079049,11
20,126491.0,0.91578947,0.00000331,0.02800442,0.00095201,3.42012161,11
2,156.0,1.00000000,0.00000000,0.00005385,0.00007916,4.76838032,11
3,368.0,1.00000000,0.00000000,0.00036874,0.00006543,4.37258154,12
17,35610.0,0.58088235,0.00007338,0.03132858,0.00035105,3.31923715,11
2,1043.0,1.00000000,0.00000000,0.00119305,0.00007130,3.95688226,11
3,118.0,0.66666667,0.00000046,0.00028878,0.00010402,4.21420674,12
2,246.0,1.00000000,0.00000000,0.00002688,0.00005027,5.26672195,13
6,1871.0,0.60000000,0.00000117,0.00010609,0.00014382,4.61083472,11
2,1683.0,1.00000000,0.00000000,0.00115834,0.00006712,3.91984522,10
1,184.0,0.00000000,0.00000000,0.00093742,0.00004386,4.09867330,12
35,20187.0,0.61176471,0.00030008,0.05287832,0.00031773,3.39939193,11
4,2035.0,0.83333333,0.00000010,0.00128998,0.00012997,4.28413488,12
2,666.0,1.00000000,0.00000000,0.00002174,0.00007083,5.26920951,13
2,2543.0,1.00000000,0.00000000,0.00073693,0.00008476,4.26893311,12
9,955.0,0.25000000,0.00331508,0.00001914,0.00057447,5.06992814,11
2,540.0,0.00000000,0.00055294,0.00153275,0.00012545,4.07103372,12
1,662.0,0.00000000,0.00000000,0.00139872,0.00004596,4.15505804,12
5,914.0,0.40000000,0.00000110,0.00004854,0.00010304,4.90685462,11
15,11695.5,0.57142857,0.00022047,0.01757491,0.00017938,3.54671089,11
2,32.0,0.00000000,0.00027640,0.00000495,0.00009723,5.21337756,13
1,342.0,0.00000000,0.00000000,0.00127277,0.00004371,4.18629077,12
3,72.0,0.66666667,0.00000008,0.00000684,0.00007733,5.57573245,13
17,9304.0,0.77205882,0.00012303,0.02334019,0.00012671,3.59093422,11
2,735.0,1.00000000,0.00000000,0.00049553,0.00006565,4.22388060,11
2,2478.0,1.00000000,0.00000000,0.00383726,0.00005752,3.80348259,12
35,239138.0,0.22016807,0.00049286,0.00931472,0.00208833,3.46655611,11
8,15176.0,0.53571429,0.00035790,0.00396218,0.00023274,3.69900498,11
3,3668.0,0.33333333,0.00055294,0.00011828,0.00021077,4.84162521,13
1,2238.0,0.00000000,0.00000000,0.00177431,0.00005624,3.95936982,12
6,5284.0,0.60000000,0.00000683,0.00902153,0.00010896,3.65588723,11
2,610.0,0.00000000,0.00000005,0.00016374,0.00005597,4.78247651,13
2,72.0,0.00000000,0.00055294,0.00000492,0.00012292,5.40823659,12
1,128.0,0.00000000,0.00000000,0.00016914,0.00004384,4.47595357,11
2,1100.0,1.00000000,0.00000000,0.00155997,0.00012096,4.07131012,12
4,2709.0,1.00000000,0.00000000,0.00016040,0.00012701,4.84936429,13
2,4329.5,1.00000000,0.00000000,0.00027850,0.00011158,4.42647872,11
5,768.0,0.10000000,0.00163765,0.00002476,0.00029672,4.90878939,11
2,1880.0,1.00000000,0.00000000,0.00106218,0.00006441,4.28164732,12
10,15290.5,0.93333333,0.00000076,0.01617289,0.00014456,3.59508015,12
2,36.0,1.00000000,0.00000000,0.00000515,0.00010505,5.20729685,13
3,554.0,1.00000000,0.00000000,0.00095271,0.00005980,4.43781095,12
2,463.0,1.00000000,0.00000000,0.00094968,0.00005322,4.19900498,12
21,23038.0,0.25238095,0.00441580,0.00583704,0.00075436,3.85185185,12
20,63258.0,0.26842105,0.00187004,0.00525739,0.00104043,3.78413488,12
7,1996.0,0.42857143,0.00022481,0.00534527,0.00009907,3.72001106,11
13,8991.5,0.58974359,0.00009772,0.01798009,0.00018612,3.62603648,11
1,810.0,0.00000000,0.00000000,0.00216869,0.00004667,3.91487009,12
4,2294.0,0.66666667,0.00000046,0.00008046,0.00010876,4.89469320,12
1,714.0,0.00000000,0.00000000,0.00002937,0.00009562,5.00386954,13
2,133.0,0.00000000,0.00000009,0.00000065,0.00017151,6.07048093,12
3,2726.5,0.66666667,0.00002383,0.00253009,0.00010179,3.97705915,12
1,713.0,0.00000000,0.00000000,0.00005536,0.00005359,4.99170813,13
2,1836.0,0.00000000,0.00055294,0.00138343,0.00011925,4.04560531,12
2,62.0,1.00000000,0.00000000,0.00028364,0.00006680,4.21586512,12
1,896.0,0.00000000,0.00000000,0.00084282,0.00004985,4.26755113,12
100,479420.5,0.25555556,0.00611432,0.07788752,0.00368346,3.14372582,11
8,3092.0,0.21428571,0.00181847,0.00011932,0.00036459,4.89883914,13
100,327986.0,0.17757576,0.01926060,0.08627936,0.00461289,3.07213930,11
77,113412.5,0.32946001,0.00097339,0.08361436,0.00116681,3.32587065,11
2,1230.0,1.00000000,0.00000000,0.00330737,0.00005057,3.72664456,11
15,20302.0,0.36190476,0.00128158,0.01216848,0.00031759,3.58872305,12
2,1056.0,1.00000000,0.00000000,0.00266375,0.00006580,3.87617468,11
9,10007.5,0.47222222,0.00013938,0.00470753,0.00017189,3.98286346,12
15,40376.0,0.31428571,0.00111099,0.00350906,0.00085313,3.70591487,10
3,9561.0,1.00000000,0.00000000,0.00811581,0.00012772,3.60558320,11
1,192.0,0.00000000,0.00000000,0.00010458,0.00004410,4.56937535,11
2,310.0,0.00000000,0.00055294,0.00025925,0.00012221,4.67357656,11
4,184.0,0.50000000,0.00000146,0.00162352,0.00005847,4.22719735,12
1,88.0,0.00000000,0.00000000,0.00001904,0.00004882,5.15920398,12
2,1988.0,1.00000000,0.00000000,0.00195477,0.00005966,3.97346600,12
2,154.0,0.00000000,0.00003069,0.00000132,0.00012398,5.76948590,14
15,2466.0,0.06666667,0.00497390,0.00013371,0.00070964,4.41680486,11
2,3734.0,1.00000000,0.00000000,0.00276685,0.00007026,3.97622996,12
2,516.0,1.00000000,0.00000000,0.00000526,0.00017604,5.20232172,13
4,776.0,0.83333333,0.00000007,0.00011383,0.00017439,4.58402432,12
1,342.0,0.00000000,0.00000000,0.00051574,0.00004438,4.42150359,12
7,4375.0,0.61904762,0.00008248,0.00194921,0.00013771,4.17855169,12
12,56683.5,0.45454545,0.00088353,0.01094241,0.00075180,3.58264234,11
2,1591.0,1.00000000,0.00000000,0.00002079,0.00008746,5.27307905,13
3,828.0,0.66666667,0.00000008,0.00115132,0.00008073,4.12907684,12
15,28445.0,0.65714286,0.00005653,0.02271181,0.00028975,3.53537866,11
3,65.0,1.00000000,0.00000000,0.00002678,0.00006405,4.89414041,13
3,1002.0,1.00000000,0.00000000,0.00010858,0.00020557,4.42177999,11
20,5288.0,0.42631579,0.00055375,0.01210839,0.00019278,3.59646213,11
4,7216.0,0.50000000,0.00000597,0.00083685,0.00017332,4.26008845,12
23,18237.5,0.66007905,0.00003179,0.00602646,0.00024680,3.70619127,11
6,7003.5,1.00000000,0.00000000,0.01054213,0.00008516,3.73189608,12
2,96.0,0.00000000,0.00165792,0.00000000,0.00027200,8.71503593,14
2,57.0,1.00000000,0.00000000,0.00001812,0.00006716,5.07545605,11
2,152.0,1.00000000,0.00000000,0.00013455,0.00005098,4.60779436,12
1,112.0,0.00000000,0.00000000,0.00002043,0.00004542,4.91680486,11
2,78.0,0.00000000,0.00027805,0.00000057,0.00010872,5.73161968,11
23,32344.0,0.66798419,0.00008111,0.03325739,0.00038451,3.47263682,11
1,9.5,0.00000000,0.00000000,0.00000059,0.00004721,5.73687120,11
1,432.0,0.00000000,0.00000000,0.00113700,0.00004538,4.19264787,12
28,27251.0,0.28571429,0.00189767,0.01825880,0.00048477,3.42509674,11
3,126.0,0.66666667,0.00000026,0.00000561,0.00014753,5.20038695,13
3,3038.0,1.00000000,0.00000000,0.00083639,0.00012615,4.11967938,11
5,135.0,0.40000000,0.00027685,0.00000059,0.00015221,5.72692095,11
1,553.0,0.00000000,0.00000000,0.00061325,0.00005364,4.48839138,12
70,379591.5,0.11884058,0.03424326,0.01633446,0.00892284,3.23466003,10
1,1118.0,0.00000000,0.00000000,0.00016254,0.00005551,4.56909895,11
3,5954.0,1.00000000,0.00000000,0.00241067,0.00008844,3.77556661,11
2,228.0,1.00000000,0.00000000,0.00038809,0.00006762,4.37700387,12
22,42871.0,0.77922078,0.00062660,0.02748527,0.00036164,3.57462687,12
4,192.0,0.83333333,0.00000022,0.00000326,0.00012935,5.45715865,11
7,6216.0,0.71428571,0.00000344,0.00326557,0.00010747,3.73466003,11
4,1494.0,0.66666667,0.00000110,0.00117378,0.00009068,4.33996683,12
14,12056.0,0.41758242,0.00030340,0.00468736,0.00034537,3.94637922,11
1,156.0,0.00000000,0.00000000,0.00000038,0.00010008,6.39496960,14
3,1346.0,0.66666667,0.00000004,0.00368677,0.00005356,3.95467109,12
17,8753.0,0.64705882,0.00001374,0.02660198,0.00012810,3.54477612,11
1,1050.0,0.00000000,0.00000000,0.00100089,0.00006313,4.01216142,11
1,336.0,0.00000000,0.00000000,0.00092595,0.00004496,4.14289663,12
36,92664.0,0.41587302,0.00007489,0.00483465,0.00108706,3.92482034,11
2,1500.0,1.00000000,0.00000000,0.00318522,0.00005782,3.91321172,11
5,6683.0,0.70000000,0.00000560,0.00768413,0.00012657,3.57213930,11
1,6048.0,0.00000000,0.00000000,0.00043088,0.00012953,4.11940299,10
3,25135.0,1.00000000,0.00000000,0.00128184,0.00025997,3.83720287,11
1,105.0,0.00000000,0.00000000,0.00043088,0.00004299,4.11940299,10
6,362.0,0.40000000,0.00138152,0.00001845,0.00025939,5.07352128,11
6,1634.0,0.73333333,0.00000190,0.00374037,0.00009487,3.97180763,11
2,486.0,1.00000000,0.00000000,0.00000056,0.00023604,5.73576562,11
8,20104.0,0.92857143,0.00000038,0.00400851,0.00020140,3.71088999,11
6,581.0,0.53333333,0.00001469,0.00003321,0.00017371,4.89192924,13
6,6992.0,0.60000000,0.00001191,0.00299180,0.00011958,3.94472084,12
35,39514.0,0.48907563,0.00035083,0.00928807,0.00046204,3.61857380,11
2,4068.5,1.00000000,0.00000000,0.00096064,0.00008462,4.14234384,12
55,33294.0,0.22424242,0.00473446,0.04021771,0.00099942,3.19789939,11
2,306.0,1.00000000,0.00000000,0.00001046,0.00008618,5.11166390,12
1,38.0,0.00000000,0.00000000,0.00111113,0.00004194,4.12962963,12
5,417.5,0.50000000,0.00082750,0.00003150,0.00022524,4.74129353,10
2,187.5,1.00000000,0.00000000,0.00144585,0.00004459,4.17744610,12
2,126.0,1.00000000,0.00000000,0.00591960,0.00004261,3.67440575,11
1,361.0,0.00000000,0.00000000,0.00138386,0.00004380,4.14317302,12
2,234.0,1.00000000,0.00000000,0.00012303,0.00007989,4.58319514,12
1,840.0,0.00000000,0.00000000,0.00000765,0.00006761,5.27777778,13
21,7058.5,0.55238095,0.00021504,0.02729782,0.00017742,3.49087894,11
2,327.0,1.00000000,0.00000000,0.00007391,0.00007828,4.91376451,13
11,3716.0,0.25454545,0.00286843,0.00120280,0.00036541,3.93145384,11
2,5796.0,1.00000000,0.00000000,0.00094968,0.00018390,4.19900498,12
2,360.0,0.00000000,0.00000114,0.00001558,0.00013288,5.09756772,11
5,1955.0,0.90000000,0.00000071,0.00459223,0.00007165,3.96627971,12
1,19.0,0.00000000,0.00000000,0.00000222,0.00009296,5.68021006,13
1,38.0,0.00000000,0.00000000,0.00026669,0.00004385,4.50331675,12
50,70888.0,0.38285714,0.00069050,0.04849489,0.00075329,3.49640685,11
1,364.0,0.00000000,0.00000000,0.00004940,0.00004993,4.99585406,13
2,104.0,1.00000000,0.00000000,0.00183012,0.00004311,4.04367054,11
3,2400.0,0.66666667,0.00000393,0.00074508,0.00008628,4.26865672,12
2,15.0,1.00000000,0.00000000,0.00000515,0.00008305,5.21088999,13
1,150.0,0.00000000,0.00000000,0.00088124,0.00004512,4.20011056,12
3,32.0,0.33333333,0.00027571,0.00003028,0.00011674,4.74267551,10
6,1726.0,0.20000000,0.00208423,0.00011799,0.00023298,4.84853510,13
3,418.0,0.33333333,0.00055294,0.00065632,0.00013286,4.10613599,12
1,671.0,0.00000000,0.00000000,0.00073577,0.00005842,4.44610282,12
1,32.0,0.00000000,0.00000000,0.00000047,0.00015899,5.89165285,14
2,38.0,0.00000000,0.00055436,0.00000059,0.00011517,5.72553897,11
7,5500.0,0.23809524,0.00147680,0.00117913,0.00033824,4.24626866,12
3,361.0,0.33333333,0.00000514,0.00008137,0.00007875,4.77667219,12
3,264.0,0.66666667,0.00000008,0.00001710,0.00005329,5.16943062,12
1,247.0,0.00000000,0.00000000,0.00122371,0.00004346,4.18518519,12
2,238.0,1.00000000,0.00000000,0.00020537,0.00006191,4.38308458,11
3,597.0,0.33333333,0.00055294,0.00007394,0.00013575,4.91348811,13
3,119.0,0.66666667,0.00000143,0.00003080,0.00016263,4.74018795,10
2,114.0,0.00000000,0.00027588,0.00000056,0.00011878,5.73797678,11
1,2034.0,0.00000000,0.00000000,0.00094165,0.00007516,4.41735766,12
1,4012.0,0.00000000,0.00000000,0.00090191,0.00009340,4.00552792,11
2,27.0,0.00000000,0.00027640,0.00001778,0.00009826,5.07517966,11
3,76.0,1.00000000,0.00000000,0.00005803,0.00004850,4.63184080,11
4,232.0,0.50000000,0.00000018,0.00137950,0.00006778,4.26312880,12
4,468.0,0.66666667,0.00000013,0.00017011,0.00006365,4.29519071,11
2,340.0,0.00000000,0.00055294,0.00113158,0.00012332,3.99861802,11
1,120.0,0.00000000,0.00000000,0.00073577,0.00004449,4.44610282,12
6,7693.0,0.66666667,0.00078978,0.00407009,0.00021905,3.87700387,12
7,15332.0,0.42857143,0.00007057,0.00195281,0.00023030,4.09784411,12
4,11142.0,1.00000000,0.00000000,0.00021326,0.00024922,4.55002764,12
1,228.0,0.00000000,0.00000000,0.00018692,0.00004755,4.33665008,10
4,1742.0,0.83333333,0.00000025,0.00010251,0.00019445,4.61138751,11
1,2092.0,0.00000000,0.00000000,0.00153227,0.00006645,4.07158651,12
2,95.0,1.00000000,0.00000000,0.00000915,0.00007131,5.32061913,13
60,80969.0,0.18644068,0.01221888,0.04962212,0.00232546,3.20066335,11
3,1260.0,0.66666667,0.00000036,0.00129065,0.00005903,3.95411830,11
1,219.0,0.00000000,0.00000000,0.00003325,0.00008150,4.88750691,12
15,5837.0,0.56190476,0.00005154,0.02086477,0.00010619,3.62106136,11
1,524.0,0.00000000,0.00000000,0.00073577,0.00005470,4.44610282,12
3,178.0,0.33333333,0.00110558,0.00000624,0.00017803,5.42703151,13
7,5099.0,0.76190476,0.00000024,0.00240369,0.00012439,4.08540630,11
3,244.0,0.66666667,0.00000008,0.00009140,0.00008554,4.51547816,12
22,50569.0,0.35930736,0.00015604,0.00522438,0.00062789,3.68656716,11
4,1618.0,0.50000000,0.00055307,0.00002587,0.00018021,4.90740741,11
4,946.0,1.00000000,0.00000000,0.00101369,0.00006779,4.44499724,12
29,16580.0,0.45320197,0.00262136,0.03486162,0.00049574,3.44195688,11
2,1260.0,1.00000000,0.00000000,0.00019575,0.00005768,4.54367054,11
2,1070.0,1.00000000,0.00000000,0.00041170,0.00005845,4.32946379,11
3,74.0,0.33333333,0.00000043,0.00000323,0.00007741,5.45854063,11
1,324.0,0.00000000,0.00000000,0.00001932,0.00004882,5.09176341,11
2,1088.0,1.00000000,0.00000000,0.00208692,0.00005966,4.24820343,12
4,274.0,0.66666667,0.00000147,0.00003147,0.00014544,4.74046434,10
5,1494.5,0.70000000,0.00000051,0.00017501,0.00008908,4.84881150,13
2,96.0,1.00000000,0.00000000,0.00003020,0.00004477,4.90906578,11
1,504.0,0.00000000,0.00000000,0.00090907,0.00004551,3.91569928,11
2,348.0,1.00000000,0.00000000,0.00000855,0.00009437,5.80071863,14
11,2884.0,0.38181818,0.00022193,0.00452732,0.00016328,3.85820896,11
2,537.0,1.00000000,0.00000000,0.00022026,0.00005266,4.42758430,11
3,432.0,0.66666667,0.00000089,0.00000093,0.00016231,5.90049751,12
2,16.0,1.00000000,0.00000000,0.00000055,0.00010261,5.73604201,11
2,84.0,1.00000000,0.00000000,0.00002651,0.00005387,4.90657822,13
1,595.0,0.00000000,0.00000000,0.00021618,0.00005102,4.42786070,11
7,104.0,0.14285714,0.00276289,0.00002632,0.00044871,4.89220564,13
2,1240.0,1.00000000,0.00000000,0.00012773,0.00015627,4.54118297,11
2,2604.0,1.00000000,0.00000000,0.00014704,0.00006744,4.66030956,12
1,138.0,0.00000000,0.00000000,0.00000157,0.00009937,5.51492537,13
4,347.5,0.33333333,0.00000282,0.00017839,0.00011331,4.56329464,12
3,14304.0,1.00000000,0.00000000,0.00246575,0.00015523,3.77418463,11
7,9903.5,0.61904762,0.00001692,0.00469325,0.00017382,3.88888889,11
2,276.0,0.00000000,0.00055294,0.00008810,0.00013603,4.51547816,12
3,342.0,0.66666667,0.00000008,0.00000536,0.00015401,5.20176893,13
4,1372.0,0.50000000,0.00027641,0.00010875,0.00031952,4.58402432,12
10,15870.5,0.82222222,0.00000177,0.01112257,0.00014926,3.82863460,12
2,15.0,1.00000000,0.00000000,0.00000515,0.00008305,5.21088999,13
15,13155.0,0.75238095,0.00055442,0.02199179,0.00024044,3.50331675,11
4,2607.0,0.66666667,0.00004528,0.00469818,0.00009878,3.67827529,11
2,8169.0,1.00000000,0.00000000,0.00427277,0.00012788,3.68573798,11
29,71243.5,0.55418719,0.00012635,0.03594641,0.00082724,3.48009950,11
2,195.0,0.00000000,0.00055264,0.00000519,0.00014355,5.19485904,13
69,107578.0,0.32949702,0.00554766,0.08158765,0.00137616,3.05500276,11
1,38.0,0.00000000,0.00000000,0.00000220,0.00004265,5.55389718,12
1,996.0,0.00000000,0.00000000,0.00071423,0.00006691,4.19734660,12
11,1464.0,0.27272727,0.00114204,0.00027163,0.00033025,4.42786070,11
4,6960.0,0.83333333,0.00000004,0.00274450,0.00012825,4.02238806,12
10,2280.5,0.48888889,0.00000161,0.00110161,0.00016690,4.44306247,12
3,388.0,0.00000000,0.00055635,0.00061496,0.00010651,4.33305694,12
2,436.0,1.00000000,0.00000000,0.00007472,0.00007033,4.91182974,13
2,126.0,1.00000000,0.00000000,0.00031268,0.00006753,4.56218905,13
5,3791.0,0.50000000,0.00041327,0.00031138,0.00019754,4.23244887,11
4,450.0,1.00000000,0.00000000,0.00092534,0.00005796,4.44499724,12
24,20280.0,0.70652174,0.00004360,0.00536041,0.00026502,3.75041459,11
2,27.0,1.00000000,0.00000000,0.00000527,0.00004993,5.20232172,13
2,2296.0,1.00000000,0.00000000,0.00101190,0.00006166,3.91293532,11
7,4212.5,1.00000000,0.00000000,0.01603574,0.00009149,3.54201216,11
3,312.0,0.66666667,0.00000011,0.00000537,0.00018003,5.19485904,13
3,37978.0,0.66666667,0.00000003,0.00042407,0.00036813,4.06661139,11
1,252.0,0.00000000,0.00000000,0.00030712,0.00004695,4.56246545,13
31,10459.0,0.10322581,0.01951088,0.00590228,0.00151751,3.58651189,11
2,100.0,1.00000000,0.00000000,0.00010239,0.00005066,4.61276949,11
1,312.0,0.00000000,0.00000000,0.00061911,0.00004939,4.44140409,12
1,500.0,0.00000000,0.00000000,0.00090191,0.00004793,4.00552792,11
6,2302.0,0.80000000,0.00000251,0.00961066,0.00007615,3.61885019,11
1,966.0,0.00000000,0.00000000,0.00207153,0.00006374,3.87700387,11
3,232.0,0.33333333,0.00003055,0.00001034,0.00015035,5.18794914,13
2,38.0,1.00000000,0.00000000,0.00000000,0.00016770,8.06495301,14
6,12050.0,1.00000000,0.00000000,0.01047552,0.00012105,3.71918187,12
3,219.0,0.33333333,0.00055294,0.00000227,0.00025285,5.64289663,13
1,456.0,0.00000000,0.00000000,0.00093913,0.00004451,4.38197899,12
16,26740.0,0.15833333,0.00774070,0.00120142,0.00084177,4.27114428,12
4,230.0,0.66666667,0.00027640,0.00005805,0.00015728,4.63101161,11
1,76.0,0.00000000,0.00000000,0.00021618,0.00004247,4.58817026,13
2,420.0,1.00000000,0.00000000,0.00095518,0.00006015,4.09839690,12
6,12298.0,0.66666667,0.00000343,0.00300103,0.00014014,3.71531233,11
56,220368.5,0.51753247,0.00086097,0.06241553,0.00155306,3.22857933,11
49,474296.5,0.23129252,0.01741956,0.02276313,0.00479869,3.06826976,10
2,2675.0,1.00000000,0.00000000,0.00043046,0.00009415,4.27888336,12
2,2312.0,1.00000000,0.00000000,0.00101877,0.00006569,4.14262023,12
3,1294.0,0.66666667,0.00011834,0.00244115,0.00007499,3.82725263,11
1,168.0,0.00000000,0.00000000,0.00008428,0.00005910,4.76340520,12
2,532.0,1.00000000,0.00000000,0.00009985,0.00004762,4.76838032,12
11,10171.5,0.74545455,0.00003072,0.00562963,0.00014969,3.66334992,11
15,48664.0,0.26666667,0.00341227,0.00323869,0.00082272,3.89828635,11
1,114.0,0.00000000,0.00000000,0.00060219,0.00004264,4.35931454,12
4,1542.0,1.00000000,0.00000000,0.00023428,0.00007647,4.24930901,11
7,9674.0,1.00000000,0.00000000,0.01048027,0.00010563,3.72609176,12
6,1091.0,0.06666667,0.00168076,0.00002694,0.00025568,4.90298507,11
23,51490.0,0.51383399,0.00011573,0.03463403,0.00053306,3.49502488,11
2,1188.0,1.00000000,0.00000000,0.00029909,0.00008980,4.23355445,11
2,616.0,1.00000000,0.00000000,0.00000232,0.00008827,5.89524599,14
6,6903.0,0.66666667,0.00000044,0.00871052,0.00010513,3.73687120,11
4,3948.0,0.50000000,0.00000023,0.00044589,0.00014266,4.27833057,12
12,14511.5,0.77272727,0.00001217,0.00790751,0.00025403,3.77750138,10
3,439.0,0.33333333,0.00007358,0.00011931,0.00009267,4.40989497,11
4,2050.0,0.66666667,0.00000056,0.00127873,0.00007166,4.19789939,11
12,5056.0,0.42424242,0.00013031,0.01250842,0.00019842,3.58540630,11
2,6174.0,0.00000000,0.00000002,0.00030364,0.00008780,4.46130459,11
2,140.0,1.00000000,0.00000000,0.00052507,0.00008199,4.42122720,12
26,18722.0,0.58461538,0.00008112,0.00667753,0.00024024,3.69016031,11
17,6019.0,0.43382353,0.00078314,0.02495336,0.00017502,3.37866224,11
1,1490.0,0.00000000,0.00000000,0.00117187,0.00005968,3.95715865,11
8,11661.0,0.28571429,0.00121657,0.00030060,0.00052845,4.32006633,10
1,4410.0,0.00000000,0.00000000,0.00133616,0.00007660,3.79878386,11
1,63.0,0.00000000,0.00000000,0.00030712,0.00004283,4.56246545,13
2,38.0,0.00000000,0.00023491,0.00010491,0.00007821,4.58540630,12
5,19957.0,0.30000000,0.00110574,0.00053871,0.00028521,4.06550580,11
2,90.0,1.00000000,0.00000000,0.00097773,0.00005488,4.27086788,12
2,198.0,1.00000000,0.00000000,0.00008966,0.00006554,4.51575456,12
4,7653.0,1.00000000,0.00000000,0.00082234,0.00019554,4.09176341,12
2,511.0,0.00000000,0.00027640,0.00043115,0.00007025,4.11885019,10
4,726.0,0.66666667,0.00000009,0.00012628,0.00006517,5.08402432,12
2,72.0,1.00000000,0.00000000,0.00000011,0.00012975,6.42620232,14
8,880.0,0.53571429,0.00000863,0.00088265,0.00011119,4.29519071,11
15,60543.0,0.93333333,0.00000408,0.01994809,0.00044535,3.54671089,11
51,42973.5,0.48392157,0.00088285,0.06859091,0.00061832,3.37230514,11
2,615.0,1.00000000,0.00000000,0.00022437,0.00005533,4.24986180,11
2,1258.0,1.00000000,0.00000000,0.00110417,0.00005306,4.27446103,12
2,250.0,1.00000000,0.00000000,0.00004378,0.00005249,4.96987286,13
17,55033.5,0.85294118,0.00002240,0.02164153,0.00043287,3.43781095,11
11,9230.5,0.49090909,0.00016475,0.00213442,0.00024117,4.08651189,11
1,84.0,0.00000000,0.00000000,0.00001310,0.00005380,5.26727474,13
3,95.0,0.66666667,0.00054971,0.00010692,0.00014767,4.58319514,12
8,5963.0,0.60714286,0.00006461,0.00700761,0.00010004,3.77059149,12
2,476.0,0.00000000,0.00000013,0.00004919,0.00005887,5.04394693,13
1,267.0,0.00000000,0.00000000,0.00007941,0.00004483,4.92205638,13
5,786.0,0.50000000,0.00055300,0.00011051,0.00022052,4.42122720,11
4,944.0,0.83333333,0.00000005,0.00010098,0.00012889,4.61276949,11
3,164.0,0.66666667,0.00000171,0.00000533,0.00013049,5.19817579,13
3,376.0,0.33333333,0.00165792,0.00019561,0.00011751,4.33443892,10
1,1050.0,0.00000000,0.00000000,0.00081170,0.00005023,4.35212825,12
4,6325.5,0.50000000,0.00014294,0.00012235,0.00017841,4.55140962,11
6,18227.0,0.60000000,0.00000059,0.00056718,0.00020336,4.06522941,11
1,2036.0,0.00000000,0.00000000,0.00177431,0.00005491,3.95936982,12
10,5912.0,0.91111111,0.00000183,0.00379140,0.00010867,3.76064124,11
1,190.0,0.00000000,0.00000000,0.00002722,0.00009415,5.07048093,13
7,4687.0,0.95238095,0.00000031,0.00350739,0.00009211,3.76174682,11
111,1102042.0,0.13333333,0.06024260,0.07522452,0.01037651,2.79933665,10
3,3111.0,1.00000000,0.00000000,0.00415311,0.00006181,3.93117745,12
16,30774.5,0.92500000,0.00000301,0.02523208,0.00024316,3.57904920,12
1,210.0,0.00000000,0.00000000,0.00049036,0.00004550,4.34715312,12
3,6457.0,1.00000000,0.00000000,0.00295268,0.00014523,3.97125484,12
7,772.5,0.19047619,0.00358228,0.00185395,0.00034566,3.91625207,11
3,3958.0,1.00000000,0.00000000,0.00072237,0.00012000,4.10613599,12
1,126.0,0.00000000,0.00000000,0.00000850,0.00008480,5.39275843,13
8,2646.0,0.35714286,0.00055566,0.00107954,0.00014700,4.08982863,12
4,63.0,0.50000000,0.00027658,0.00000163,0.00008003,5.45743505,11
2,8.0,0.00000000,0.00000031,0.00000000,0.00018847,7.73327805,13
2,8014.0,1.00000000,0.00000000,0.00150160,0.00010492,3.79684909,11
2,4534.0,0.00000000,0.00003501,0.00117898,0.00010645,3.95522388,11
4,3152.0,0.50000000,0.00001896,0.00331774,0.00007685,3.91072416,12
1,456.0,0.00000000,0.00000000,0.00048834,0.00004471,4.57407407,13
1,272.0,0.00000000,0.00000000,0.00207153,0.00004773,3.87700387,11
7,10045.0,0.76190476,0.00000058,0.00109316,0.00020590,4.09010503,12
2,688.0,1.00000000,0.00000000,0.00321681,0.00005488,3.87562189,11
4,3780.0,0.33333333,0.00071244,0.00080913,0.00017765,4.12023217,11
4,880.0,0.66666667,0.00000015,0.00012433,0.00011111,4.77611940,12
1,4340.0,0.00000000,0.00000000,0.00013308,0.00007878,4.64566059,12
10,4131.0,0.26666667,0.00023705,0.00213457,0.00016807,4.13681592,11
20,7196.0,0.34736842,0.00041777,0.00766182,0.00027075,3.80569375,11
2,100.0,1.00000000,0.00000000,0.00010167,0.00007431,4.62189055,12
3,2014.0,0.66666667,0.00001768,0.00279933,0.00009629,3.86235489,11
3,1582.0,0.33333333,0.00055294,0.00055193,0.00011487,4.26312880,12
1,316.0,0.00000000,0.00000000,0.00019645,0.00004662,4.45992261,11
1,361.0,0.00000000,0.00000000,0.00000839,0.00006783,5.80099502,14
2,328.0,0.00000000,0.00000010,0.00025532,0.00005865,4.59342178,12
2,909.0,1.00000000,0.00000000,0.00383726,0.00004735,3.80348259,12
10,20878.5,0.66666667,0.00008385,0.00737870,0.00038429,3.73300166,12
1,1898.5,0.00000000,0.00000000,0.00320197,0.00006152,3.68711996,11
2,110.0,1.00000000,0.00000000,0.00001000,0.00014917,5.10143726,12
3,47.5,0.66666667,0.00000008,0.00000019,0.00012881,6.09480376,13
3,236.0,0.66666667,0.00001898,0.00230676,0.00006731,3.87534549,11
2,171.0,0.00000000,0.00055226,0.00000001,0.00020075,6.73383085,12
2,30.0,0.00000000,0.00000031,0.00000024,0.00011410,6.09342178,14
2,76.0,0.00000000,0.00000037,0.00000034,0.00015173,6.07103372,12
1,280.0,0.00000000,0.00000000,0.00001843,0.00005818,5.01077944,12
2,27.0,1.00000000,0.00000000,0.00000058,0.00008135,5.73217247,11
