Airport,Degree,Strength,Clustering Coefficient,Average Path Length,Maximum Path Length,Betweenness,Eigenvector Centrality,PageRank
NGO,50,155282.5,0.19836735,3.10392482,10,0.00435691,0.02379529,0.00149063
NGS,10,44043.0,0.51111111,3.69237148,11,0.00026973,0.00467960,0.00041780
NGX,1,38.0,0.00000000,5.54477612,12,0.00000000,0.00000421,0.00004412
NHA,3,1908.0,1.00000000,4.38391376,11,0.00000000,0.00037270,0.00007818
NHV,3,436.5,0.66666667,4.51547816,12,0.00000008,0.00009140,0.00011770
NIB,1,25.0,0.00000000,5.21116639,13,0.00000000,0.00000506,0.00006238
NIM,13,3650.0,0.46153846,3.61359867,11,0.00010916,0.00737193,0.00015334
NIX,2,96.0,1.00000000,4.64566059,12,0.00000000,0.00012758,0.00007543
NJC,6,2838.0,0.73333333,3.87506910,11,0.00000018,0.00352605,0.00011644
NKC,10,3523.0,0.37777778,3.67081260,11,0.00123666,0.00649053,0.00022111
NKG,32,34597.5,0.47580645,3.74958541,11,0.00012591,0.00541393,0.00042980
NKI,2,16.0,1.00000000,4.96351575,13,0.00000000,0.00002157,0.00007398
NKN,2,38.0,0.00000000,6.73106689,12,0.00000064,0.00000001,0.00015752
NKY,1,576.0,0.00000000,6.39496960,14,0.00000000,0.00000038,0.00012011
NLA,7,932.0,0.23809524,4.00773908,11,0.00208964,0.00106365,0.00018449
NLD,2,1656.0,1.00000000,4.14179104,12,0.00000000,0.00127235,0.00005784
NLF,2,99.0,1.00000000,5.45826423,11,0.00000000,0.00000160,0.00009940
NLG,2,32.0,0.00000000,5.21061360,13,0.00055294,0.00000523,0.00011046
NLK,3,1258.0,1.00000000,4.12576009,10,0.00000000,0.00068211,0.00006960
NLP,2,1176.0,1.00000000,4.01188502,11,0.00000000,0.00103748,0.00006533
NLS,2,5.0,0.00000000,6.34549475,13,0.00020460,0.00000007,0.00012592
NLV,2,288.0,1.00000000,3.79353234,11,0.00000000,0.00397668,0.00004723
NMA,2,1392.0,1.00000000,4.19707020,12,0.00000000,0.00076394,0.00007951
NME,3,180.0,0.00000000,6.19292427,14,0.00000023,0.00000028,0.00014103
NMG,2,57.0,1.00000000,4.37700387,12,0.00000000,0.00038809,0.00004634
NNB,1,19.0,0.00000000,6.28220011,11,0.00000000,0.00000008,0.00007837
NNG,16,16458.5,0.78333333,3.75538972,11,0.00001233,0.00391631,0.00022776
NNL,2,24.0,1.00000000,5.21310116,13,0.00000000,0.00000504,0.00009593
NNM,2,568.0,0.00000000,4.86954118,12,0.00055294,0.00005484,0.00011726
NNT,2,726.0,0.00000000,4.66169154,11,0.00000046,0.00009230,0.00008702
NNX,1,171.0,0.00000000,5.90243228,12,0.00000000,0.00000048,0.00007559
NNY,3,725.0,0.66666667,4.31370923,11,0.00000003,0.00040527,0.00005618
NOB,2,63.0,1.00000000,4.56218905,13,0.00000000,0.00031268,0.00007330
NOC,2,1587.0,1.00000000,3.63018242,11,0.00000000,0.00521950,0.00005571
NOJ,2,200.0,0.00000000,4.80458817,12,0.00000003,0.00017962,0.00005295
NOS,7,1415.0,0.38095238,4.42758430,11,0.00085226,0.00027045,0.00027214
NOU,17,10865.0,0.22058824,3.63294638,10,0.00637424,0.00315004,0.00087337
NOZ,2,1720.0,1.00000000,3.87645108,11,0.00000000,0.00218812,0.00008475
NPE,4,3876.0,1.00000000,4.24847982,11,0.00000000,0.00030440,0.00012859
NPL,3,2473.0,1.00000000,4.24958541,11,0.00000000,0.00022992,0.00009726
NQN,10,8597.5,0.33333333,4.09729132,12,0.00015204,0.00079892,0.00025117
NQT,12,12512.0,0.59090909,3.54588170,11,0.00001982,0.01672059,0.00016547
NQU,1,95.0,0.00000000,4.99364290,13,0.00000000,0.00005634,0.00004373
NQY,2,1750.0,1.00000000,3.63405196,11,0.00000000,0.00364108,0.00007137
NRA,2,958.0,1.00000000,4.23383085,11,0.00000000,0.00029562,0.00009446
NRK,4,4189.0,0.66666667,3.89662797,11,0.00000784,0.00348797,0.00009453
NRL,3,96.0,0.66666667,5.57573245,13,0.00000008,0.00000684,0.00007966
NSK,11,5692.0,0.30909091,3.87175235,11,0.00111623,0.00384814,0.00027199
NSN,6,6788.5,0.73333333,4.24792703,11,0.00000040,0.00031274,0.00019507
NSO,1,96.0,0.00000000,6.23134328,13,0.00000000,0.00000009,0.00009804
NST,1,1341.0,0.00000000,3.95715865,11,0.00000000,0.00117187,0.00005786
NTE,20,22532.5,0.46315789,3.54505252,11,0.00009690,0.01763875,0.00030288
NTG,3,1426.0,1.00000000,3.95218353,11,0.00000000,0.00156792,0.00005717
NTL,9,6121.0,0.55555556,4.16196794,10,0.00001097,0.00068412,0.00019222
NTN,2,297.0,1.00000000,4.46351575,10,0.00000000,0.00008989,0.00011159
NTO,2,95.0,1.00000000,5.30514096,13,0.00000000,0.00002067,0.00004993
NTT,1,19.0,0.00000000,5.92675511,13,0.00000000,0.00000057,0.00004578
NTY,3,924.0,0.66666667,4.00718629,11,0.00000050,0.00122784,0.00008503
NUB,2,61.5,0.00000000,5.43421780,11,0.00045279,0.00000255,0.00008682
NUE,41,40470.5,0.54024390,3.47236042,11,0.00010068,0.05028594,0.00043728
NUI,2,249.0,0.00000000,5.19928137,13,0.00000020,0.00001084,0.00007689
NUL,5,538.0,0.60000000,4.89220564,13,0.00002964,0.00003228,0.00020478
NUP,2,132.0,0.00000000,6.19402985,14,0.00000008,0.00000018,0.00014423
NUS,7,342.0,0.42857143,5.07131012,11,0.00000316,0.00001974,0.00025604
NUX,5,1325.0,0.50000000,3.87534549,11,0.00000030,0.00241834,0.00008269
NVA,5,3779.5,0.30000000,4.26285240,12,0.00108783,0.00055643,0.00021765
NVK,2,1147.0,1.00000000,5.27307905,13,0.00000000,0.00002118,0.00008828
NVT,5,12911.0,0.80000000,4.09590934,12,0.00000010,0.00104992,0.00022904
NWI,4,3054.0,1.00000000,3.71862908,11,0.00000000,0.00544406,0.00007733
NYC,179,1524349.5,0.15755445,2.70840243,11,0.06928349,0.16058354,0.01247061
NYK,3,315.0,0.33333333,4.39331122,12,0.00055294,0.00047846,0.00012743
NYM,3,584.0,0.66666667,3.87617468,11,0.00000003,0.00225116,0.00006170
NYN,2,81.0,1.00000000,5.22775014,12,0.00000000,0.00000569,0.00007495
NYU,4,5040.0,1.00000000,4.61138751,11,0.00000000,0.00010263,0.00030290
OAG,5,993.0,0.60000000,4.23079049,11,0.00000126,0.00031201,0.00007698
OAJ,2,1240.0,1.00000000,4.14953013,12,0.00000000,0.00234330,0.00004987
OAK,26,155563.5,0.56307692,3.41155334,11,0.00010879,0.02355165,0.00119614
OAX,7,10941.5,0.38095238,4.14013267,12,0.00000119,0.00156764,0.00016936
OBI,2,54.0,0.00000000,5.89773355,14,0.00055294,0.00000212,0.00012475
OBO,3,10170.0,0.66666667,3.77501382,11,0.00000001,0.00266788,0.00012273
OBU,4,242.0,0.66666667,4.88419016,13,0.00004082,0.00003157,0.00012216
OCJ,2,285.0,1.00000000,4.27142067,12,0.00000000,0.00067896,0.00008945
ODS,15,6487.0,0.60952381,3.69458264,11,0.00001626,0.01652224,0.00015799
ODW,3,540.0,1.00000000,3.97844113,12,0.00000000,0.00118598,0.00005173
ODY,2,200.0,1.00000000,4.93698176,12,0.00000000,0.00003044,0.00005305
OER,1,2413.0,0.00000000,4.07158651,12,0.00000000,0.00153227,0.00007029
OES,2,84.0,0.00000000,5.09977888,13,0.00000005,0.00002427,0.00004963
OFK,1,247.0,0.00000000,5.18325041,13,0.00000000,0.00002256,0.00007647
OFU,2,234.0,1.00000000,5.11166390,12,0.00000000,0.00001046,0.00007622
OGG,16,83630.0,0.35000000,3.63736871,11,0.00029915,0.00860454,0.00083357
OGN,1,1155.0,0.00000000,4.76865672,12,0.00000000,0.00005657,0.00005540
OGS,2,465.5,1.00000000,5.14427861,13,0.00000000,0.00002575,0.00016003
OGX,7,1390.0,0.57142857,4.44389165,12,0.00000071,0.00096631,0.00012578
OHD,3,804.0,1.00000000,3.81232725,11,0.00000000,0.00388048,0.00005061
OHO,1,108.0,0.00000000,4.60862355,12,0.00000000,0.00011613,0.00004454
OIM,1,1344.0,0.00000000,3.79878386,11,0.00000000,0.00133616,0.00005217
OIR,1,361.0,0.00000000,4.77169707,12,0.00000000,0.00005146,0.00004479
OIT,5,28020.0,0.90000000,3.71393035,11,0.00000001,0.00384102,0.00026641
OKA,34,141975.0,0.24777184,3.64621338,11,0.00316306,0.00749241,0.00144405
OKC,12,57848.5,0.98484848,3.68711996,12,0.00000027,0.01668119,0.00043280
OKE,3,1652.0,0.66666667,4.66003317,12,0.00000005,0.00015128,0.00006558
OKI,2,896.0,1.00000000,3.91514649,11,0.00000000,0.00096068,0.00004998
OKJ,9,12550.0,0.63888889,3.69568823,11,0.00000566,0.00372925,0.00014447
OKR,5,251.0,0.40000000,4.46185738,10,0.00110278,0.00008853,0.00016605
OKU,2,76.0,1.00000000,4.60807076,12,0.00000000,0.00013406,0.00005218
OLB,5,10672.5,1.00000000,3.76423438,11,0.00000000,0.00604285,0.00013703
OLF,2,399.5,1.00000000,4.90077391,13,0.00000000,0.00008655,0.00010751
OLJ,2,38.0,1.00000000,6.06826976,12,0.00000000,0.00000035,0.00008665
OLP,2,451.0,1.00000000,4.63156440,11,0.00000000,0.00007037,0.00006330
OMA,19,62127.5,0.90058480,3.45052515,11,0.00001047,0.02786832,0.00047468
OMB,1,38.0,0.00000000,5.50000000,13,0.00000000,0.00000521,0.00004515
OMD,2,152.0,0.00000000,4.42592593,12,0.00000805,0.00021166,0.00007711
OME,18,4027.0,0.13725490,4.20315091,12,0.00743709,0.00029075,0.00101005
OMH,1,2147.0,0.00000000,4.20011056,12,0.00000000,0.00088124,0.00009389
OMO,2,331.0,1.00000000,3.98645661,12,0.00000000,0.00281015,0.00004546
OMR,3,423.0,0.66666667,4.26340520,12,0.00000005,0.00118460,0.00007003
OMS,10,3657.0,0.33333333,3.60889994,11,0.00005268,0.00836572,0.00013395
OND,2,171.0,1.00000000,4.60807076,12,0.00000000,0.00013406,0.00006334
ONG,3,198.0,0.33333333,5.45936982,11,0.00011805,0.00000169,0.00015802
ONJ,2,3206.0,1.00000000,3.77584301,11,0.00000000,0.00224523,0.00006708
ONP,2,279.0,1.00000000,4.24212272,12,0.00000000,0.00067351,0.00008185
ONT,20,98515.0,0.93157895,3.42896628,11,0.00000107,0.02668873,0.00072851
ONX,1,1349.0,0.00000000,4.37728027,12,0.00000000,0.00038119,0.00007222
OOK,3,312.0,0.33333333,5.19485904,13,0.00018427,0.00000529,0.00016963
OOL,7,22661.0,0.66666667,4.16113875,10,0.00006584,0.00066288,0.00049972
OOM,1,228.0,0.00000000,4.23410724,11,0.00000000,0.00029013,0.00004603
OPB,2,27.0,1.00000000,5.73217247,11,0.00000000,0.00000058,0.00008135
OPO,26,37100.0,0.56307692,3.33747927,11,0.00043891,0.03908870,0.00042476
OPS,3,435.0,0.00000000,5.08015478,13,0.00107660,0.00001930,0.00015368
OPU,4,136.0,0.66666667,4.74267551,10,0.00000015,0.00003138,0.00011083
ORB,3,2912.0,1.00000000,3.89690437,11,0.00000000,0.00361373,0.00007458
ORF,18,53795.5,0.91503268,3.57739082,12,0.00000881,0.02737780,0.00039569
ORH,3,2450.0,1.00000000,3.68186844,12,0.00000000,0.00661075,0.00005762
ORK,9,16068.0,0.80555556,3.52045329,11,0.00000755,0.01794481,0.00019139
ORL,86,388643.5,0.32393981,3.16445550,11,0.00466638,0.07957700,0.00283529
ORN,17,18235.5,0.32352941,3.67053621,11,0.00057774,0.00854202,0.00052021
ORT,2,16.0,1.00000000,5.89137645,14,0.00000000,0.00000048,0.00012370
ORV,3,470.0,1.00000000,5.20342731,13,0.00000000,0.00000527,0.00016190
ORW,3,88.0,1.00000000,4.40989497,11,0.00000000,0.00047096,0.00004870
ORX,1,27.0,0.00000000,6.89718076,15,0.00000000,0.00000004,0.00009448
OSA,90,477169.5,0.13632959,2.91625207,10,0.02540529,0.05118163,0.00453075
OSD,2,5672.0,1.00000000,4.07131012,12,0.00000000,0.00156101,0.00010999
OSE,4,48.0,0.33333333,5.73079049,11,0.00027950,0.00000056,0.00019626
OSH,2,456.0,0.00000000,3.80679934,12,0.00055294,0.00245418,0.00012270
OSK,2,825.0,1.00000000,4.07131012,12,0.00000000,0.00155997,0.00010946
OSL,59,256945.5,0.25540620,3.28579326,11,0.01997146,0.05764271,0.00361624
OSR,1,1951.5,0.00000000,4.23023770,12,0.00000000,0.00150678,0.00006286
OSS,3,1404.0,1.00000000,3.86981758,11,0.00000000,0.00259332,0.00007970
OSW,1,260.0,0.00000000,3.87700387,11,0.00000000,0.00207153,0.00004746
OSY,4,962.0,0.83333333,4.89690437,12,0.00000005,0.00006150,0.00007515
OTD,2,399.0,1.00000000,4.37700387,12,0.00000000,0.00038809,0.00006960
OTH,1,999.0,0.00000000,4.24239912,12,0.00000000,0.00066154,0.00004943
OTM,1,228.0,0.00000000,4.80237700,13,0.00000000,0.00006820,0.00005848
OTS,4,572.0,0.33333333,4.97484798,13,0.00036885,0.00004374,0.00018775
OTZ,15,3629.0,0.14285714,4.20453289,12,0.00566657,0.00028604,0.00089195
OUA,12,6328.5,0.48484848,3.64759536,11,0.00037275,0.00744147,0.00026252
OUD,5,1650.0,0.90000000,3.60060807,11,0.00000007,0.01021078,0.00006172
OUL,7,17268.5,0.52380952,4.02128248,12,0.00000832,0.00286874,0.00027517
OVB,32,13115.0,0.29233871,3.39331122,11,0.00114797,0.01829738,0.00041097
OVD,6,13167.0,0.86666667,3.55887231,11,0.00000124,0.01202774,0.00015625
OVR,2,304.0,0.00000000,4.10641238,12,0.00055294,0.00064466,0.00012516
OWB,3,442.0,1.00000000,4.27418463,12,0.00000000,0.00131671,0.00005063
OXB,7,1571.0,0.42857143,4.17551133,12,0.00001358,0.00237528,0.00008516
OXR,1,1260.0,0.00000000,3.73079049,11,0.00000000,0.00182051,0.00005105
OYA,2,95.0,1.00000000,5.10364842,13,0.00000000,0.00001323,0.00008030
OYE,1,526.0,0.00000000,4.50331675,12,0.00000000,0.00026669,0.00007450
OYG,2,21.0,1.00000000,4.52929795,12,0.00000000,0.00017325,0.00004669
OYK,1,144.0,0.00000000,5.53620785,13,0.00000000,0.00000192,0.00004881
OYO,1,190.0,0.00000000,5.10558320,13,0.00000000,0.00001166,0.00009279
OYP,1,700.0,0.00000000,4.66141515,12,0.00000000,0.00006417,0.00006676
OZH,3,1022.0,1.00000000,3.79215036,11,0.00000000,0.00512196,0.00006027
OZZ,2,1281.0,1.00000000,3.68407960,11,0.00000000,0.00410920,0.00005903
PAD,19,11760.5,0.67251462,3.60281924,11,0.00000147,0.02096310,0.00014970
PAF,1,147.0,0.00000000,4.52957435,12,0.00000000,0.00017012,0.00004807
PAH,4,1760.0,0.83333333,4.12548369,12,0.00000313,0.00267641,0.00007204
PAJ,1,57.0,0.00000000,4.92122720,12,0.00000000,0.00012689,0.00004309
PAP,12,9655.5,0.25757576,3.62050857,12,0.00147711,0.00731035,0.00025085
PAR,250,1023424.5,0.08915663,2.68767275,10,0.09342038,0.18028732,0.01272929
PAS,1,198.0,0.00000000,4.04256495,11,0.00000000,0.00153900,0.00004429
PAT,5,5526.0,0.50000000,4.10972913,11,0.00055356,0.00106643,0.00019511
PAX,2,609.0,1.00000000,4.61774461,13,0.00000000,0.00013459,0.00006484
PAZ,3,1178.0,0.66666667,4.14234384,12,0.00000008,0.00099946,0.00005610
PBC,6,4781.0,0.93333333,3.90878939,12,0.00000059,0.00515842,0.00008690
PBD,2,455.0,1.00000000,4.12133776,11,0.00000000,0.00078910,0.00007709
PBE,1,288.0,0.00000000,4.99364290,13,0.00000000,0.00005634,0.00004836
PBH,3,360.0,1.00000000,4.20259812,11,0.00000000,0.00092560,0.00004968
PBI,25,78863.5,0.71666667,3.55223881,12,0.00008689,0.03254862,0.00059090
PBJ,2,76.0,0.00000000,6.07324489,12,0.00000008,0.00000033,0.00014498
PBM,6,4650.0,0.33333333,3.67799889,11,0.00003631,0.00590175,0.00010446
PBO,2,883.0,1.00000000,4.36926479,11,0.00000000,0.00016031,0.00006735
PBP,2,63.0,1.00000000,4.56218905,13,0.00000000,0.00031268,0.00005650
PBR,3,224.0,0.33333333,4.46019900,12,0.00000129,0.00040080,0.00006389
PBU,1,255.0,0.00000000,6.60475401,13,0.00000000,0.00000006,0.00010303
PBZ,1,224.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00004608
PCA,1,8.0,0.00000000,5.20784964,13,0.00000000,0.00000506,0.00004434
PCH,2,348.0,1.00000000,5.80071863,14,0.00000000,0.00000855,0.00009437
PCL,2,3550.0,1.00000000,4.27888336,12,0.00000000,0.00043046,0.00011729
PCP,1,76.0,0.00000000,5.33250415,13,0.00000000,0.00001092,0.00005921
PDB,2,24.0,1.00000000,5.21310116,13,0.00000000,0.00000504,0.00009593
PDG,5,3097.0,0.50000000,3.91818684,10,0.00003030,0.00122738,0.00009330
PDI,2,32.0,0.00000000,6.72443339,12,0.00055294,0.00000001,0.00021565
PDL,8,6876.0,0.25000000,3.93366501,12,0.00113936,0.00387986,0.00025221
PDP,2,1602.0,1.00000000,4.10530680,12,0.00000000,0.00070235,0.00007301
PDS,1,432.0,0.00000000,4.68988391,13,0.00000000,0.00024356,0.00004573
PDT,2,1258.0,1.00000000,4.24184632,12,0.00000000,0.00071302,0.00005586
PDX,45,207143.0,0.38282828,3.24295191,11,0.00407408,0.03723320,0.00195166
PEC,1,48.0,0.00000000,4.90685462,13,0.00000000,0.00002604,0.00004611
PEE,8,2940.0,0.85714286,3.86014373,11,0.00000049,0.00446432,0.00011381
PEG,1,608.0,0.00000000,3.88667772,12,0.00000000,0.00230769,0.00004682
PEI,4,7520.5,1.00000000,4.26202322,12,0.00000000,0.00061240,0.00020082
PEM,1,1098.0,0.00000000,5.27556661,13,0.00000000,0.00000835,0.00006412
PEN,14,37892.0,0.53846154,3.54560531,10,0.00011754,0.00810241,0.00052793
PER,44,72698.5,0.12156448,3.37037037,10,0.02066862,0.00885923,0.00241113
PES,2,150.0,0.00000000,4.12907684,12,0.00000170,0.00114828,0.00007415
PET,2,150.0,1.00000000,5.00995025,13,0.00000000,0.00004620,0.00007421
PEU,2,346.0,0.00000000,5.80044223,14,0.00055294,0.00000840,0.00011125
PEW,17,12534.0,0.34558824,3.92177999,11,0.00209914,0.00714533,0.00042248
PFB,3,510.0,0.33333333,5.00884467,13,0.00000062,0.00006320,0.00010495
PFN,5,5863.0,1.00000000,3.88805970,12,0.00000000,0.00584045,0.00008068
PFO,14,8212.0,0.84615385,3.50663350,11,0.00001202,0.02880499,0.00013174
PGA,2,494.0,1.00000000,4.10143726,12,0.00000000,0.00249523,0.00004467
PGF,2,6579.0,1.00000000,3.57960199,11,0.00000000,0.00676075,0.00010896
PGK,4,1806.0,0.66666667,4.42647872,11,0.00000023,0.00023015,0.00008300
PGM,2,32.0,0.00000000,5.21337756,13,0.00027640,0.00000495,0.00009723
PGV,2,1404.0,1.00000000,4.15478165,12,0.00000000,0.00142402,0.00006271
PGX,1,480.0,0.00000000,3.68711996,11,0.00000000,0.00320197,0.00004653
PHB,2,60.0,1.00000000,4.66832504,12,0.00000000,0.00013421,0.00004269
PHC,2,1556.0,1.00000000,3.66970702,11,0.00000000,0.00380822,0.00007330
PHE,3,1215.0,0.66666667,4.36760641,11,0.00000041,0.00016683,0.00008262
PHF,5,6471.5,1.00000000,3.87037037,12,0.00000000,0.00748605,0.00008335
PHL,101,418337.5,0.25841584,3.12271973,11,0.00477466,0.08946831,0.00320517
PHO,4,467.0,0.33333333,5.20121614,13,0.00000515,0.00000537,0.00018186
PHS,3,6075.0,0.33333333,3.95605307,11,0.00027655,0.00119383,0.00019276
PHW,1,476.0,0.00000000,4.01216142,11,0.00000000,0.00100089,0.00005128
PHX,100,581902.0,0.23818182,3.18684356,11,0.00774596,0.07163395,0.00452442
PHY,2,894.0,0.00000000,3.95660586,11,0.00027624,0.00117261,0.00006778
PIA,9,9034.0,0.63888889,3.75511332,12,0.00000898,0.00863624,0.00010912
PIE,5,8948.0,1.00000000,3.73134328,12,0.00000000,0.00745263,0.00010984
PIF,1,2853.0,0.00000000,4.06771697,11,0.00000000,0.00040433,0.00006592
PIH,2,2049.0,1.00000000,4.35157546,12,0.00000000,0.00108232,0.00005870
PIN,3,600.0,0.66666667,4.91044776,13,0.00043553,0.00007478,0.00009491
PIP,1,56.0,0.00000000,6.20729685,14,0.00000000,0.00000009,0.00010470
PIR,3,1128.0,0.66666667,4.03012714,12,0.00000589,0.00263211,0.00007677
PIS,3,1036.0,0.66666667,4.35019348,12,0.00000014,0.00151495,0.00007099
PIT,114,342226.0,0.19267195,3.14676617,11,0.01215706,0.08007432,0.00315390
PIU,3,3437.0,0.66666667,4.27833057,12,0.00000015,0.00043811,0.00013331
PIX,2,672.0,1.00000000,4.93200663,13,0.00000000,0.00008985,0.00007323
PIZ,4,252.0,0.50000000,5.19541183,13,0.00000433,0.00000571,0.00010281
PJA,1,64.0,0.00000000,5.06826976,13,0.00000000,0.00002986,0.00004241
PJG,6,352.0,0.73333333,4.40851299,11,0.00000039,0.00053697,0.00007453
PJM,1,63.0,0.00000000,4.56246545,13,0.00000000,0.00030712,0.00004283
PKA,2,54.0,1.00000000,5.19541183,13,0.00000000,0.00000528,0.00008448
PKB,1,931.0,0.00000000,4.14621338,12,0.00000000,0.00142268,0.00004872
PKC,6,3213.0,0.40000000,3.74295191,11,0.00043178,0.00261492,0.00013044
PKE,4,549.0,0.83333333,4.23106689,11,0.00000045,0.00030661,0.00007462
PKG,1,350.0,0.00000000,4.00552792,11,0.00000000,0.00090191,0.00004599
PKN,3,513.0,0.66666667,5.40381426,12,0.00000110,0.00001051,0.00008478
PKR,3,2110.0,0.00000000,4.54532891,11,0.00110574,0.00023736,0.00017344
PKU,5,4515.0,0.50000000,3.99115533,11,0.00056923,0.00116438,0.00016081
PKY,1,595.0,0.00000000,4.42786070,11,0.00000000,0.00021618,0.00005102
PKZ,4,580.0,0.50000000,4.44997236,11,0.00007468,0.00032629,0.00009193
PLB,10,1406.0,0.28888889,4.51990050,13,0.00000189,0.00372847,0.00007274
PLD,2,63.0,1.00000000,4.56218905,13,0.00000000,0.00031268,0.00007330
PLH,5,3300.0,0.40000000,3.63128800,11,0.00000090,0.00463387,0.00009767
PLJ,2,1538.0,0.00000000,5.84024323,14,0.00055294,0.00000207,0.00022979
PLM,5,5124.0,0.30000000,4.42233278,11,0.00001633,0.00025018,0.00015951
PLN,3,1870.0,0.66666667,4.00386954,12,0.00001062,0.00179776,0.00008531
PLO,1,1355.0,0.00000000,4.63184080,11,0.00000000,0.00006912,0.00007461
PLP,2,133.0,1.00000000,4.37700387,12,0.00000000,0.00038809,0.00007475
PLQ,5,1452.0,0.20000000,4.23908237,12,0.00055552,0.00301277,0.00013434
PLS,12,4258.5,0.25757576,3.65865119,12,0.00301689,0.00739228,0.00028524
PLW,3,2046.0,0.33333333,4.90077391,11,0.00000333,0.00007189,0.00010492
PLZ,6,14443.0,0.80000000,4.00635710,11,0.00000011,0.00131391,0.00033177
PMA,1,21.0,0.00000000,4.92896628,12,0.00000000,0.00005246,0.00004263
PMC,7,17205.5,0.38095238,4.48535102,13,0.00131295,0.00035539,0.00042206
PMF,4,2250.0,0.83333333,3.76451078,11,0.00000004,0.00525218,0.00006632
PMI,50,124865.5,0.37632653,3.49530127,11,0.00057398,0.05151548,0.00121085
PML,1,8.0,0.00000000,6.21006081,14,0.00000000,0.00000009,0.00006497
PMN,2,19.0,0.00000000,7.73106689,13,0.00000008,0.00000000,0.00013215
PMO,16,51248.0,0.32500000,3.75787728,11,0.00032272,0.01053036,0.00058273
PMQ,2,30.0,0.00000000,5.09563295,13,0.00018620,0.00001305,0.00007620
PMR,7,5463.0,0.71428571,4.24765064,11,0.00000047,0.00031813,0.00016543
PMV,13,18790.0,0.16666667,4.20176893,12,0.00041305,0.00186385,0.00044783
PMW,4,3360.0,0.33333333,5.06550580,13,0.00055300,0.00003966,0.00017688
PMY,5,1218.0,0.50000000,4.10364842,12,0.00027636,0.00068261,0.00010546
PMZ,1,63.0,0.00000000,4.56246545,13,0.00000000,0.00030712,0.00004283
PNA,2,4954.5,1.00000000,4.05168601,12,0.00000000,0.00349092,0.00008425
PNC,2,496.0,1.00000000,3.95909342,12,0.00000000,0.00182816,0.00008448
PND,1,742.0,0.00000000,6.83969044,15,0.00000000,0.00000004,0.00013444
PNH,16,22618.0,0.27500000,3.61359867,10,0.00277066,0.00566263,0.00051764
PNI,4,1645.0,0.16666667,4.50663350,11,0.00052631,0.00013294,0.00032919
PNK,7,4453.0,0.19047619,4.40934218,11,0.00164292,0.00027721,0.00022935
PNL,3,1132.0,0.33333333,4.75649530,12,0.00000015,0.00027039,0.00008145
PNP,6,463.5,0.06666667,4.73825318,10,0.00441096,0.00003032,0.00040414
PNQ,4,6424.0,1.00000000,4.08070757,11,0.00000000,0.00172805,0.00014015
PNR,10,4986.0,0.35555556,4.39662797,12,0.00223153,0.00120770,0.00040949
PNS,11,20361.5,0.72727273,3.85378662,12,0.00000146,0.01060769,0.00017784
PNZ,4,2544.0,0.66666667,4.65284688,13,0.00000173,0.00022577,0.00008176
POA,18,46268.0,0.21568627,4.01077944,12,0.00327316,0.00255500,0.00087417
POG,5,2444.0,0.20000000,4.50055279,12,0.00110612,0.00029315,0.00027825
POL,2,326.0,1.00000000,4.92205638,12,0.00000000,0.00004454,0.00006868
POM,38,11241.0,0.06543385,3.74405749,9,0.06432333,0.00167384,0.00366948
POP,21,11576.5,0.49047619,3.42426755,11,0.00036038,0.02925665,0.00014283
POR,4,1675.0,1.00000000,4.02238806,12,0.00000000,0.00277691,0.00006399
POS,17,27655.0,0.40441176,3.59038143,12,0.00017393,0.01190272,0.00040834
POT,2,209.0,1.00000000,4.27142067,12,0.00000000,0.00067896,0.00008018
POU,2,380.0,0.00000000,4.58208955,13,0.00000002,0.00057338,0.00004513
POZ,7,3905.0,0.66666667,3.77307905,11,0.00000131,0.01005710,0.00008187
PPB,4,1608.0,0.50000000,4.09535655,12,0.00000135,0.00099343,0.00010096
PPG,6,2584.0,0.13333333,4.11249309,11,0.00172656,0.00057812,0.00027757
