Degree,PDF,CCDF
0.29310344827586204,0.0,1.0
0.8793103448275861,0.0,1.0
1.46551724137931,0.0,1.0
2.0517241379310343,0.0,1.0
2.6379310344827585,0.0,1.0
3.224137931034482,0.0,1.0
3.8103448275862064,0.02865882352941176,0.9832
4.396551724137931,0.0,0.9832
4.982758620689655,0.12794117647058822,0.9082
5.568965517241379,0.0,0.9082
6.155172413793103,0.2408705882352941,0.767
6.741379310344827,0.3401529411764711,0.5676000000000003
7.327586206896551,0.0,0.5675999999999997
7.913793103448275,0.33264705882352935,0.3725999999999997
8.5,0.0,0.3725999999999997
9.086206896551722,0.2743058823529411,0.21179999999999966
9.672413793103448,0.0,0.21179999999999966
10.25862068965517,0.18150588235294116,0.10539999999999972
10.844827586206897,0.09825882352941176,0.04779999999999962
11.43103448275862,0.0,0.04779999999999962
12.017241379310345,0.04912941176470588,0.018999999999999684
12.603448275862068,0.0,0.018999999999999684
13.189655172413794,0.021152941176470586,0.006599999999999717
13.775862068965516,0.007847058823529434,0.0020000000000026663
14.362068965517238,0.0,0.0019999999999995577
14.948275862068964,0.0023882352941176467,0.0005999999999996009
15.534482758620687,0.0,0.0005999999999996009
16.120689655172413,0.0006823529411764704,0.00019999999999953388
16.706896551724135,0.00034117647058823423,-3.552713678800501e-15
