Degree,PDF,CCDF
1.1048637962297096,0.9728643329169915,0.7959635056676804
1.3365842202085412,0.0,0.7531714229375028
1.6169028108321288,0.0,0.7014046597200014
1.956011944588819,0.749085069564946,0.36064993005378276
2.3662416205492995,0.0,0.22656057914520167
2.8625077788043787,0.24219486999563636,-0.06725178262608367
3.462854643649381,0.0,-0.29108392954427553
4.189110811098886,0.10152328590397984,-0.6425897403970355
5.06768293605638,0.05489446982501692,-1.0398923250266532
6.130515877583167,0.031835556035857866,-1.5047613079796278
7.416254213122929,0.02808381426951746,-2.0696143934672713
8.971647354308226,0.0071430739244544945,-2.725562007427809
10.853249354322209,0.012480380615420415,-3.532627073756366
13.129475211765953,0.00876363712553052,-4.50508534240054
15.883088438185254,0.007702806616282356,-5.68287730356741
19.214210337145886,0.005002948792961924,-7.1027082373060715
23.243960412164373,0.002631745118715321,-8.813681561328163
28.11886026862966,0.0022272830127831847,-10.883769673574271
34.01616113547219,0.0016270577179663339,-13.386630020707882
41.150288715126436,0.0009202485125536726,-16.4110915761334
49.780639696359906,0.0009362550387145993,-20.071525005351685
60.221013410967274,0.0005078972927345746,-24.49661113067802
72.85102156911586,0.0002798962322319201,-29.84782460999274
88.12989093101575,0.00028095085075363293,-36.32216462570407
106.61316077968888,0.00030054985616827,-44.15573474674704
128.972882314502,5.646460072380308e-05,-53.62752064199113
156.02205441487456,3.734037386648888e-05,-65.08552491712169
188.74418425787874,3.858345269137698e-05,-78.94686531547883
228.32904761300063,1.2757732544707988e-05,-95.71448184720084
